year,teryt_code,powiat,gmina,population,eligible_to_vote,turnout_%,turnout_ppl
2011,021102,lubiński,Gmina Lubin,13 349,10 478,"48,51",4 771
2011,021103,lubiński,Gmina Rudna,7 465,5 941,"45,43",2 492
2011,021104,lubiński,Gmina Ścinawa,10 332,8 379,"42,67",3 322
2011,021201,lwówecki,Gmina Gryfów Śląski,10 143,8 333,"37,84",3 002
2011,021202,lwówecki,Gmina Lubomierz,6 110,4 916,"36,72",1 676
2011,021203,lwówecki,Gmina Lwówek Śląski,17 949,14 344,"39,80",5 357
2011,021204,lwówecki,Gmina Mirsk,8 818,7 278,"37,11",2 509
2011,021205,lwówecki,Gmina Wleń,4 402,3 706,"41,69",1 443
2011,021301,milicki,Gmina Cieszków,4 777,3 746,"38,04",1 325
2011,021302,milicki,Gmina Krośnice,8 175,6 345,"38,75",2 230
2011,021303,milicki,Gmina Milicz,24 379,19 500,"43,37",8 010
2011,021401,oleśnicki,Miasto Oleśnica,36 758,30 210,"50,92",14 843
2011,021402,oleśnicki,Gmina Bierutów,10 236,8 195,"38,18",2 906
2011,021403,oleśnicki,Gmina Dobroszyce,6 258,4 960,"39,56",1 791
2011,021404,oleśnicki,Gmina Dziadowa Kłoda,4 663,3 611,"33,65",1 106
2011,021405,oleśnicki,Gmina Międzybórz,5 120,3 978,"42,11",1 582
2011,021406,oleśnicki,Gmina Oleśnica,12 196,9 503,"37,80",3 324
2011,021407,oleśnicki,Gmina Syców,16 455,13 149,"44,63",5 513
2011,021408,oleśnicki,Gmina Twardogóra,13 003,10 427,"42,31",4 052
2011,021501,oławski,Miasto Oława,31 355,25 639,"53,01",13 029
2011,021502,oławski,Gmina Domaniów,5 277,4 160,"42,09",1 597
2011,021503,oławski,Gmina Jelcz-Laskowice,22 342,18 011,"46,48",7 920
2011,021504,oławski,Gmina Oława,14 591,11 465,"43,58",4 761
2011,021601,polkowicki,Gmina Chocianów,12 997,10 329,"44,55",4 294
2011,021602,polkowicki,Gmina Gaworzyce,3 879,3 051,"45,13",1 258
2011,021603,polkowicki,Gmina Grębocice,5 397,4 085,"39,90",1 506
2011,021604,polkowicki,Gmina Polkowice,26 561,20 679,"48,47",9 338
2011,021605,polkowicki,Gmina Przemków,8 903,7 083,"38,70",2 558
2011,021606,polkowicki,Gmina Radwanice,4 610,3 633,"43,66",1 477
2011,021701,strzeliński,Gmina Borów,5 261,4 245,"43,02",1 696
2011,021702,strzeliński,Gmina Kondratowice,4 574,3 705,"37,33",1 263
2011,021703,strzeliński,Gmina Przeworno,5 176,4 168,"36,23",1 399
2011,021704,strzeliński,Gmina Strzelin,21 779,18 697,"45,78",8 128
2011,021705,strzeliński,Gmina Wiązów,7 460,5 924,"38,61",2 089
2011,021801,średzki,Gmina Kostomłoty,7 132,5 704,"37,24",1 918
2011,021802,średzki,Gmina Malczyce,5 973,4 794,"36,82",1 641
2011,021803,średzki,Gmina Miękinia,12 777,10 218,"48,18",4 652
2011,021804,średzki,Gmina Środa Śląska,19 210,15 488,"42,29",6 245
2011,021805,średzki,Gmina Udanin,5 508,4 556,"36,46",1 521
2011,021901,świdnicki,Miasto Świdnica,58 769,49 052,"50,97",24 078
2011,021902,świdnicki,Miasto Świebodzice,22 753,18 720,"43,12",7 570
2011,021903,świdnicki,Gmina Dobromierz,5 448,4 410,"37,64",1 520
2011,021904,świdnicki,Gmina Jaworzyna Śląska,10 399,8 394,"38,87",2 995
2011,021905,świdnicki,Gmina Marcinowice,6 519,5 142,"40,82",1 949
2011,021906,świdnicki,Gmina Strzegom,27 213,21 949,"39,64",8 087
2011,021907,świdnicki,Gmina Świdnica,16 106,13 007,"41,89",5 113
2011,021908,świdnicki,Gmina Żarów,12 599,10 148,"43,79",4 150
2011,022001,trzebnicki,Gmina Oborniki Śląskie,18 738,15 194,"50,76",7 395
2011,022002,trzebnicki,Gmina Prusice,9 240,7 419,"37,66",2 566
2011,022003,trzebnicki,Gmina Trzebnica,22 620,18 036,"45,29",7 841
2011,022004,trzebnicki,Gmina Wisznia Mała,8 772,7 316,"48,77",3 425
2011,022005,trzebnicki,Gmina Zawonia,5 671,4 465,"36,77",1 525
2011,022006,trzebnicki,Gmina Żmigród,15 004,11 903,"37,55",4 145
2011,022101,wałbrzyski,Miasto Boguszów-Gorce,16 235,13 268,"37,86",4 684
2011,022102,wałbrzyski,Miasto Jedlina-Zdrój,4 929,4 070,"42,83",1 630
2011,022103,wałbrzyski,Miasto Szczawno-Zdrój,5 790,5 083,"54,55",2 664
2011,022104,wałbrzyski,Gmina Czarny Bór,4 867,3 885,"44,68",1 586
2011,022105,wałbrzyski,Gmina Głuszyca,9 146,7 450,"41,37",2 857
2011,022106,wałbrzyski,Gmina Mieroszów,7 059,5 946,"35,44",1 969
2011,022107,wałbrzyski,Gmina Stare Bogaczowice,4 199,3 426,"39,64",1 252
2011,022108,wałbrzyski,Gmina Walim,5 766,4 760,"36,24",1 603
2011,022201,wołowski,Gmina Brzeg Dolny,16 009,13 178,"46,52",5 801
2011,022202,wołowski,Gmina Wińsko,8 674,7 022,"34,66",2 238
2011,022203,wołowski,Gmina Wołów,22 472,19 739,"43,10",8 022
2011,022301,wrocławski,Gmina Czernica,10 904,8 648,"58,78",4 884
2011,022302,wrocławski,Gmina Długołęka,22 918,18 993,"52,26",9 540
2011,022303,wrocławski,Gmina Jordanów Śląski,3 095,2 518,"40,83",958
2011,022304,wrocławski,Gmina Kąty Wrocławskie,19 860,15 822,"49,12",7 408
2011,022305,wrocławski,Gmina Kobierzyce,15 848,12 473,"50,77",6 033
2011,022306,wrocławski,Gmina Mietków,3 785,3 158,"43,64",1 296
2011,022307,wrocławski,Gmina Sobótka,12 546,10 183,"42,85",4 132
2011,022308,wrocławski,Gmina Siechnice,15 663,12 745,"56,64",6 959
2011,022309,wrocławski,Gmina Żórawina,8 945,7 326,"44,66",3 112
2011,022401,ząbkowicki,Gmina Bardo,5 502,4 584,"41,10",1 747
2011,022402,ząbkowicki,Gmina Ciepłowody,3 141,2 581,"33,40",809
2011,022403,ząbkowicki,Gmina Kamieniec Ząbkowicki,8 548,6 985,"38,87",2 531
2011,022404,ząbkowicki,Gmina Stoszowice,5 591,4 527,"36,74",1 508
2011,022405,ząbkowicki,Gmina Ząbkowice Śląskie,22 698,18 729,"44,65",7 957
2011,022406,ząbkowicki,Gmina Ziębice,18 063,14 777,"35,81",4 988
2011,022407,ząbkowicki,Gmina Złoty Stok,4 790,3 937,"36,96",1 362
2011,022501,zgorzelecki,Miasto Zawidów,4 355,3 523,"42,55",1 422
2011,022502,zgorzelecki,Miasto Zgorzelec,31 827,26 818,"49,78",12 739
2011,022503,zgorzelecki,Gmina Bogatynia,24 819,19 863,"42,50",7 885
2011,022504,zgorzelecki,Gmina Pieńsk,9 270,7 394,"36,23",2 497
2011,022505,zgorzelecki,Gmina Sulików,6 153,4 870,"38,42",1 768
2011,022506,zgorzelecki,Gmina Węgliniec,8 896,7 156,"37,70",2 437
2011,022507,zgorzelecki,Gmina Zgorzelec,8 095,6 554,"38,63",2 349
2011,022601,złotoryjski,Miasto Wojcieszów,3 853,3 130,"35,69",1 004
2011,022602,złotoryjski,Miasto Złotoryja,16 154,13 461,"46,23",5 828
2011,022603,złotoryjski,Gmina Pielgrzymka,4 737,3 718,"37,39",1 269
2011,022604,złotoryjski,Gmina Świerzawa,7 843,6 356,"37,26",2 201
2011,022605,złotoryjski,Gmina Zagrodno,5 614,4 528,"36,46",1 562
2011,022606,złotoryjski,Gmina Złotoryja,7 129,5 626,"38,87",2 084
2011,026101,Jelenia Góra,Miasto Jelenia Góra,81 044,69 032,"50,27",33 527
2011,026201,Legnica,Miasto Legnica,99 217,81 338,"49,25",38 817
2011,026401,Wrocław,Miasto Wrocław,592 167,505 199,"59,76",295 264
2011,022109,Wałbrzych,Miasto Wałbrzych,115 772,97 842,"42,26",39 537
2011,040101,aleksandrowski,Miasto Aleksandrów Kujawski,12 376,10 080,"43,17",4 093
2011,040102,aleksandrowski,Miasto Ciechocinek,10 596,10 378,"63,16",6 341
2011,040103,aleksandrowski,Miasto Nieszawa,2 011,1 658,"47,95",747
2011,040104,aleksandrowski,Gmina Aleksandrów Kujawski,11 380,8 753,"35,91",2 902
2011,040105,aleksandrowski,Gmina Bądkowo,4 576,3 619,"37,94",1 262
2011,040106,aleksandrowski,Gmina Koneck,3 434,2 708,"33,20",844
2011,040107,aleksandrowski,Gmina Raciążek,3 124,2 537,"43,95",1 036
2011,040108,aleksandrowski,Gmina Waganiec,4 581,3 575,"36,11",1 191
2011,040109,aleksandrowski,Gmina Zakrzewo,3 694,2 972,"37,05",1 023
2011,040201,brodnicki,Miasto Brodnica,27 063,21 723,"47,17",9 893
2011,040202,brodnicki,Gmina Bobrowo,6 379,4 990,"36,29",1 684
2011,040203,brodnicki,Gmina Brodnica,7 522,5 643,"39,78",2 126
2011,040204,brodnicki,Gmina Brzozie,3 802,2 913,"41,74",1 114
2011,040205,brodnicki,Gmina Górzno,3 996,3 188,"39,15",1 179
2011,040206,brodnicki,Gmina Bartniczka,4 789,3 650,"39,04",1 311
2011,040207,brodnicki,Gmina Jabłonowo Pomorskie,9 257,7 206,"38,52",2 553
2011,040208,brodnicki,Gmina Osiek,4 127,3 199,"33,92",1 002
2011,040209,brodnicki,Gmina Świedziebnia,5 335,4 074,"41,97",1 615
2011,040210,brodnicki,Gmina Zbiczno,4 786,3 748,"40,66",1 452
2011,040301,bydgoski,Gmina Białe Błota,17 206,12 909,"54,92",6 847
2011,040302,bydgoski,Gmina Dąbrowa Chełmińska,7 701,5 950,"38,62",2 153
2011,040303,bydgoski,Gmina Dobrcz,10 178,7 878,"44,72",3 245
2011,040304,bydgoski,Gmina Koronowo,23 672,19 320,"41,56",7 491
2011,040305,bydgoski,Gmina Nowa Wieś Wielka,9 020,6 999,"43,23",2 811
2011,040306,bydgoski,Gmina Osielsko,11 153,8 422,"60,45",4 898
2011,040307,bydgoski,Gmina Sicienko,9 333,7 491,"44,79",3 091
2011,040308,bydgoski,Gmina Solec Kujawski,16 198,12 790,"49,55",5 887
2011,040401,chełmiński,Miasto Chełmno,19 664,16 048,"46,40",7 062
2011,040402,chełmiński,Gmina Chełmno,5 521,4 145,"34,19",1 310
2011,040403,chełmiński,Gmina Kijewo Królewskie,4 461,3 428,"38,36",1 229
2011,040404,chełmiński,Gmina Lisewo,5 300,4 071,"35,72",1 365
2011,040405,chełmiński,Gmina Papowo Biskupie,4 494,3 473,"34,35",1 110
2011,040406,chełmiński,Gmina Stolno,5 180,4 007,"34,22",1 272
2011,040407,chełmiński,Gmina Unisław,6 841,5 419,"39,66",2 034
2011,040501,golubsko-dobrzyński,Miasto Golub-Dobrzyń,12 588,10 096,"43,06",4 141
2011,040502,golubsko-dobrzyński,Gmina Ciechocin,4 061,3 095,"38,90",1 122
2011,040503,golubsko-dobrzyński,Gmina Golub-Dobrzyń,8 593,6 651,"33,53",2 104
2011,040504,golubsko-dobrzyński,Gmina Kowalewo Pomorskie,11 542,9 124,"40,94",3 517
2011,040505,golubsko-dobrzyński,Gmina Radomin,4 111,3 250,"35,82",1 087
2011,040506,golubsko-dobrzyński,Gmina Zbójno,4 561,3 478,"33,76",1 093
2011,040601,grudziądzki,Gmina Grudziądz,11 767,8 983,"40,48",3 444
2011,040602,grudziądzki,Gmina Gruta,6 682,5 214,"33,51",1 627
2011,040603,grudziądzki,Gmina Łasin,8 340,6 581,"36,65",2 258
2011,040604,grudziądzki,Gmina Radzyń Chełmiński,4 983,3 826,"31,21",1 117
2011,040605,grudziądzki,Gmina Rogóźno,4 251,3 213,"31,12",932
2011,040606,grudziądzki,Gmina Świecie nad Osą,4 530,3 367,"28,04",829
2011,040701,inowrocławski,Miasto Inowrocław,73 908,63 316,"49,59",29 878
2011,040702,inowrocławski,Gmina Dąbrowa Biskupia,5 168,4 041,"28,93",1 072
2011,040703,inowrocławski,Gmina Gniewkowo,14 663,11 628,"39,24",4 207
2011,040704,inowrocławski,Gmina Inowrocław,11 453,9 058,"38,42",3 243
2011,040705,inowrocławski,Gmina Janikowo,13 656,10 923,"42,22",4 283
2011,040706,inowrocławski,Gmina Kruszwica,19 837,15 991,"39,28",5 790
2011,040707,inowrocławski,Gmina Pakość,9 991,7 948,"39,54",2 867
2011,040708,inowrocławski,Gmina Rojewo,4 755,3 699,"36,90",1 223
2011,040709,inowrocławski,Gmina Złotniki Kujawskie,9 199,7 293,"40,64",2 707
2011,040801,lipnowski,Miasto Lipno,14 561,11 679,"41,47",4 523
2011,040802,lipnowski,Gmina Bobrowniki,3 147,2 406,"37,91",833
2011,040803,lipnowski,Gmina Chrostkowo,3 114,2 429,"26,60",606
2011,040804,lipnowski,Gmina Dobrzyń nad Wisłą,8 107,6 415,"33,70",1 992
2011,040805,lipnowski,Gmina Kikół,7 370,5 682,"36,24",1 918
2011,040806,lipnowski,Gmina Lipno,11 798,8 978,"31,35",2 642
2011,040807,lipnowski,Gmina Skępe,7 823,6 039,"38,40",2 178
2011,040808,lipnowski,Gmina Tłuchowo,4 772,3 640,"33,32",1 116
2011,040809,lipnowski,Gmina Wielgie,6 911,5 196,"31,89",1 499
2011,040901,mogileński,Gmina Dąbrowa,4 743,3 688,"35,41",1 197
2011,040902,mogileński,Gmina Jeziora Wielkie,5 096,4 035,"37,47",1 382
2011,040903,mogileński,Gmina Mogilno,24 923,19 848,"42,37",7 834
2011,040904,mogileński,Gmina Strzelno,12 135,9 646,"41,59",3 692
2011,041001,nakielski,Gmina Kcynia,13 768,10 712,"38,91",3 766
2011,041002,nakielski,Gmina Mrocza,9 329,7 102,"40,05",2 576
2011,041003,nakielski,Gmina Nakło nad Notecią,31 821,26 510,"45,87",11 291
2011,041004,nakielski,Gmina Sadki,7 382,5 655,"38,07",1 980
2011,041005,nakielski,Gmina Szubin,23 476,18 402,"45,70",7 858
2011,041101,radziejowski,Miasto Radziejów,5 861,4 937,"44,95",2 074
2011,041102,radziejowski,Gmina Bytoń,3 753,3 039,"33,00",931
2011,041103,radziejowski,Gmina Dobre,5 580,4 531,"34,39",1 408
2011,041104,radziejowski,Gmina Osięciny,8 222,6 578,"32,52",1 993
2011,041105,radziejowski,Gmina Piotrków Kujawski,9 653,7 663,"33,62",2 363
2011,041106,radziejowski,Gmina Radziejów,4 543,3 607,"35,07",1 181
2011,041107,radziejowski,Gmina Topólka,5 122,4 109,"35,29",1 323
2011,041201,rypiński,Miasto Rypin,16 674,13 399,"44,41",5 687
2011,041202,rypiński,Gmina Brzuze,5 435,4 312,"32,68",1 301
2011,041203,rypiński,Gmina Rogowo,4 974,3 854,"29,42",1 041
2011,041204,rypiński,Gmina Rypin,7 589,5 829,"27,93",1 566
2011,041205,rypiński,Gmina Skrwilno,6 296,4 888,"34,33",1 562
2011,041206,rypiński,Gmina Wąpielsk,4 265,3 299,"28,04",870
2011,041301,sępoleński,Gmina Kamień Krajeński,7 097,5 481,"36,00",1 826
2011,041302,sępoleński,Gmina Sępólno Krajeńskie,16 106,12 680,"41,41",4 948
2011,041303,sępoleński,Gmina Sośno,5 296,4 099,"35,13",1 278
2011,041304,sępoleński,Gmina Więcbork,13 431,10 418,"40,41",3 934
2011,041401,świecki,Gmina Bukowiec,5 198,3 986,"35,15",1 274
2011,041402,świecki,Gmina Dragacz,7 140,5 592,"36,98",1 924
2011,041403,świecki,Gmina Drzycim,5 119,3 966,"36,49",1 321
2011,041404,świecki,Gmina Jeżewo,7 922,6 141,"38,85",2 198
2011,041405,świecki,Gmina Lniano,4 229,3 256,"43,15",1 299
2011,041406,świecki,Gmina Nowe,10 628,8 631,"34,39",2 809
2011,041407,świecki,Gmina Osie,5 421,4 249,"39,70",1 551
2011,041408,świecki,Gmina Pruszcz,9 449,7 400,"42,76",2 925
2011,041409,świecki,Gmina Świecie,33 097,26 690,"45,67",11 361
2011,041410,świecki,Gmina Świekatowo,3 576,2 776,"41,64",1 035
2011,041411,świecki,Gmina Warlubie,6 527,5 139,"32,17",1 532
2011,041501,toruński,Miasto Chełmża,14 706,11 775,"42,32",4 671
2011,041502,toruński,Gmina Chełmża,9 712,7 508,"33,86",2 292
2011,041503,toruński,Gmina Czernikowo,8 852,6 819,"33,85",2 163
2011,041504,toruński,Gmina Lubicz,18 286,13 992,"47,73",6 414
2011,041505,toruński,Gmina Łubianka,6 289,4 760,"44,94",2 011
2011,041506,toruński,Gmina Łysomice,9 127,7 052,"43,35",2 922
2011,041507,toruński,Gmina Obrowo,12 718,9 611,"44,84",4 130
2011,041508,toruński,Gmina Wielka Nieszawka,4 563,3 512,"49,63",1 655
2011,041509,toruński,Gmina Zławieś Wielka,12 575,9 482,"43,50",3 925
2011,041601,tucholski,Gmina Cekcyn,6 634,5 168,"42,09",1 959
2011,041602,tucholski,Gmina Gostycyn,5 365,4 130,"43,00",1 603
2011,041603,tucholski,Gmina Kęsowo,4 577,3 523,"36,13",1 152
2011,041604,tucholski,Gmina Lubiewo,5 880,4 462,"43,37",1 784
2011,041605,tucholski,Gmina Śliwice,5 601,4 308,"42,55",1 694
2011,041606,tucholski,Gmina Tuchola,20 052,16 021,"46,25",6 990
2011,041701,wąbrzeski,Miasto Wąbrzeźno,13 826,11 206,"43,57",4 589
2011,041702,wąbrzeski,Gmina Dębowa Łąka,3 345,2 538,"36,68",868
2011,041703,wąbrzeski,Gmina Książki,4 360,3 372,"36,27",1 173
2011,041704,wąbrzeski,Gmina Płużnica,5 012,3 921,"31,62",1 172
2011,041705,wąbrzeski,Gmina Wąbrzeźno,8 753,6 763,"31,79",2 008
2011,041801,włocławski,Miasto Kowal,3 509,2 892,"44,88",1 202
2011,041802,włocławski,Gmina Baruchowo,3 594,2 869,"35,69",957
2011,041803,włocławski,Gmina Boniewo,3 602,2 839,"32,30",845
2011,041804,włocławski,Gmina Brześć Kujawski,11 573,9 270,"36,13",3 130
2011,041805,włocławski,Gmina Choceń,8 114,6 536,"31,55",1 910
2011,041806,włocławski,Gmina Chodecz,6 324,5 152,"31,97",1 549
2011,041807,włocławski,Gmina Fabianki,9 339,7 354,"35,52",2 544
2011,041808,włocławski,Gmina Izbica Kujawska,8 006,6 260,"31,47",1 807
2011,041809,włocławski,Gmina Kowal,4 028,3 221,"34,59",998
2011,041810,włocławski,Gmina Lubanie,4 697,3 744,"34,51",1 182
2011,041811,włocławski,Gmina Lubień Kujawski,7 668,6 131,"31,07",1 757
2011,041812,włocławski,Gmina Lubraniec,10 215,8 166,"39,51",2 977
2011,041813,włocławski,Gmina Włocławek,6 996,5 513,"37,58",1 918
2011,041901,żniński,Gmina Barcin,14 667,11 703,"42,25",4 606
2011,041902,żniński,Gmina Gąsawa,5 339,4 220,"43,65",1 691
2011,041903,żniński,Gmina Janowiec Wielkopolski,9 380,7 498,"39,37",2 724
2011,041904,żniński,Gmina Łabiszyn,9 704,7 511,"39,34",2 700
2011,041905,żniński,Gmina Rogowo,6 998,5 516,"43,47",2 187
2011,041906,żniński,Gmina Żnin,24 656,19 734,"46,61",8 543
2011,046101,Bydgoszcz,Miasto Bydgoszcz,342 640,287 027,"55,89",155 507
2011,046201,Grudziądz,Miasto Grudziądz,94 158,78 001,"46,44",34 848
2011,046301,Toruń,Miasto Toruń,191 512,159 935,"55,76",87 029
2011,046401,Włocławek,Miasto Włocławek,113 244,94 381,"48,98",44 391
2011,060101,bialski,Miasto Międzyrzec Podlaski,17 438,13 981,"50,62",6 689
2011,060102,bialski,Miasto Terespol,5 965,4 678,"50,53",2 236
2011,060103,bialski,Gmina Biała Podlaska,13 474,10 198,"47,50",4 593
2011,060104,bialski,Gmina Drelów,5 674,4 389,"39,12",1 610
2011,060105,bialski,Gmina Janów Podlaski,5 596,4 400,"41,27",1 710
2011,060106,bialski,Gmina Kodeń,3 919,3 181,"44,04",1 314
2011,060107,bialski,Gmina Konstantynów,4 156,3 300,"44,00",1 323
2011,060108,bialski,Gmina Leśna Podlaska,4 418,3 463,"44,53",1 445
2011,060109,bialski,Gmina Łomazy,5 395,4 261,"48,06",1 945
2011,060110,bialski,Gmina Międzyrzec Podlaski,10 646,8 019,"44,08",3 320
2011,060111,bialski,Gmina Piszczac,7 615,5 918,"37,61",2 085
2011,060112,bialski,Gmina Rokitno,3 279,2 580,"39,65",969
2011,060113,bialski,Gmina Rossosz,2 457,1 924,"45,06",821
2011,060114,bialski,Gmina Sławatycze,2 629,2 103,"46,79",919
2011,060115,bialski,Gmina Sosnówka,2 741,2 252,"37,43",793
2011,060116,bialski,Gmina Terespol,7 021,5 561,"43,93",2 240
2011,060117,bialski,Gmina Tuczna,3 516,2 813,"41,59",1 107
2011,060118,bialski,Gmina Wisznice,5 350,4 265,"43,80",1 791
2011,060119,bialski,Gmina Zalesie,4 576,3 566,"40,75",1 375
2011,060201,biłgorajski,Miasto Biłgoraj,27 221,21 863,"52,16",11 022
2011,060202,biłgorajski,Gmina Aleksandrów,3 318,2 491,"44,08",1 050
2011,060203,biłgorajski,Gmina Biłgoraj,13 108,10 199,"45,38",4 372
2011,060204,biłgorajski,Gmina Biszcza,4 012,3 166,"43,24",1 303
2011,060205,biłgorajski,Gmina Frampol,6 534,5 252,"39,76",2 010
2011,060206,biłgorajski,Gmina Goraj,4 442,3 598,"37,55",1 260
2011,060207,biłgorajski,Gmina Józefów,7 307,5 858,"41,29",2 295
2011,060208,biłgorajski,Gmina Księżpol,6 923,5 341,"42,61",2 139
2011,060209,biłgorajski,Gmina Łukowa,4 517,3 499,"46,76",1 556
2011,060210,biłgorajski,Gmina Obsza,4 458,3 470,"42,54",1 391
2011,060211,biłgorajski,Gmina Potok Górny,5 691,4 537,"44,06",1 892
2011,060212,biłgorajski,Gmina Tarnogród,7 024,5 564,"46,39",2 447
2011,060213,biłgorajski,Gmina Tereszpol,4 057,3 186,"38,42",1 136
2011,060214,biłgorajski,Gmina Turobin,6 816,5 658,"42,36",2 309
