year,elections,teryt_code,powiat,gmina,political_party,n_votes,percentage
2011,sejm,020201,dzierżoniowski,Miasto Bielawa,Lista nr 6 - Komitet Wyborczy Polska Partia Pracy - Sierpień 80 - Zarejestrowana,88,"0,83"
2011,sejm,020201,dzierżoniowski,Miasto Bielawa,Lista nr 7 - Komitet Wyborczy Platforma Obywatelska RP - Zarejestrowana,4 801,"45,50"
2011,sejm,020202,dzierżoniowski,Miasto Dzierżoniów,Lista nr 1 - Komitet Wyborczy Prawo i Sprawiedliwość - Zarejestrowana,3 167,"23,90"
2011,sejm,020202,dzierżoniowski,Miasto Dzierżoniów,Lista nr 2 - Komitet Wyborczy Polska Jest Najważniejsza - Zarejestrowana,349,"2,63"
2011,sejm,020202,dzierżoniowski,Miasto Dzierżoniów,Lista nr 3 - Komitet Wyborczy Sojusz Lewicy Demokratycznej - Zarejestrowana,1 101,"8,31"
2011,sejm,020202,dzierżoniowski,Miasto Dzierżoniów,Lista nr 4 - Komitet Wyborczy Ruch Palikota - Zarejestrowana,1 951,"14,72"
2011,sejm,020202,dzierżoniowski,Miasto Dzierżoniów,Lista nr 5 - Komitet Wyborczy Polskie Stronnictwo Ludowe - Zarejestrowana,310,"2,34"
2011,sejm,020202,dzierżoniowski,Miasto Dzierżoniów,Lista nr 6 - Komitet Wyborczy Polska Partia Pracy - Sierpień 80 - Zarejestrowana,88,"0,66"
2011,sejm,020202,dzierżoniowski,Miasto Dzierżoniów,Lista nr 7 - Komitet Wyborczy Platforma Obywatelska RP - Zarejestrowana,6 287,"47,44"
2011,sejm,020203,dzierżoniowski,Miasto Pieszyce,Lista nr 1 - Komitet Wyborczy Prawo i Sprawiedliwość - Zarejestrowana,812,"27,83"
2011,sejm,020203,dzierżoniowski,Miasto Pieszyce,Lista nr 2 - Komitet Wyborczy Polska Jest Najważniejsza - Zarejestrowana,65,"2,23"
2011,sejm,020203,dzierżoniowski,Miasto Pieszyce,Lista nr 3 - Komitet Wyborczy Sojusz Lewicy Demokratycznej - Zarejestrowana,209,"7,16"
2011,sejm,020203,dzierżoniowski,Miasto Pieszyce,Lista nr 4 - Komitet Wyborczy Ruch Palikota - Zarejestrowana,403,"13,81"
2011,sejm,020203,dzierżoniowski,Miasto Pieszyce,Lista nr 5 - Komitet Wyborczy Polskie Stronnictwo Ludowe - Zarejestrowana,121,"4,15"
2011,sejm,020203,dzierżoniowski,Miasto Pieszyce,Lista nr 6 - Komitet Wyborczy Polska Partia Pracy - Sierpień 80 - Zarejestrowana,18,"0,62"
2011,sejm,020203,dzierżoniowski,Miasto Pieszyce,Lista nr 7 - Komitet Wyborczy Platforma Obywatelska RP - Zarejestrowana,1 290,"44,21"
2011,sejm,020204,dzierżoniowski,Miasto Piława Górna,Lista nr 1 - Komitet Wyborczy Prawo i Sprawiedliwość - Zarejestrowana,695,"36,01"
2011,sejm,020204,dzierżoniowski,Miasto Piława Górna,Lista nr 2 - Komitet Wyborczy Polska Jest Najważniejsza - Zarejestrowana,28,"1,45"
2011,sejm,020204,dzierżoniowski,Miasto Piława Górna,Lista nr 3 - Komitet Wyborczy Sojusz Lewicy Demokratycznej - Zarejestrowana,138,"7,15"
2011,sejm,020204,dzierżoniowski,Miasto Piława Górna,Lista nr 4 - Komitet Wyborczy Ruch Palikota - Zarejestrowana,283,"14,66"
2011,sejm,020204,dzierżoniowski,Miasto Piława Górna,Lista nr 5 - Komitet Wyborczy Polskie Stronnictwo Ludowe - Zarejestrowana,84,"4,35"
2011,sejm,020204,dzierżoniowski,Miasto Piława Górna,Lista nr 6 - Komitet Wyborczy Polska Partia Pracy - Sierpień 80 - Zarejestrowana,13,"0,67"
2011,sejm,020204,dzierżoniowski,Miasto Piława Górna,Lista nr 7 - Komitet Wyborczy Platforma Obywatelska RP - Zarejestrowana,689,"35,70"
2011,sejm,020205,dzierżoniowski,Gmina Dzierżoniów,Lista nr 1 - Komitet Wyborczy Prawo i Sprawiedliwość - Zarejestrowana,899,"30,91"
2011,sejm,020205,dzierżoniowski,Gmina Dzierżoniów,Lista nr 2 - Komitet Wyborczy Polska Jest Najważniejsza - Zarejestrowana,63,"2,17"
2011,sejm,020205,dzierżoniowski,Gmina Dzierżoniów,Lista nr 3 - Komitet Wyborczy Sojusz Lewicy Demokratycznej - Zarejestrowana,196,"6,74"
2011,sejm,020205,dzierżoniowski,Gmina Dzierżoniów,Lista nr 4 - Komitet Wyborczy Ruch Palikota - Zarejestrowana,402,"13,82"
2011,sejm,020205,dzierżoniowski,Gmina Dzierżoniów,Lista nr 5 - Komitet Wyborczy Polskie Stronnictwo Ludowe - Zarejestrowana,281,"9,66"
2011,sejm,020205,dzierżoniowski,Gmina Dzierżoniów,Lista nr 6 - Komitet Wyborczy Polska Partia Pracy - Sierpień 80 - Zarejestrowana,40,"1,38"
2011,sejm,020205,dzierżoniowski,Gmina Dzierżoniów,Lista nr 7 - Komitet Wyborczy Platforma Obywatelska RP - Zarejestrowana,1 027,"35,32"
2011,sejm,020206,dzierżoniowski,Gmina Łagiewniki,Lista nr 1 - Komitet Wyborczy Prawo i Sprawiedliwość - Zarejestrowana,651,"29,88"
2011,sejm,020206,dzierżoniowski,Gmina Łagiewniki,Lista nr 2 - Komitet Wyborczy Polska Jest Najważniejsza - Zarejestrowana,56,"2,57"
2011,sejm,020206,dzierżoniowski,Gmina Łagiewniki,Lista nr 3 - Komitet Wyborczy Sojusz Lewicy Demokratycznej - Zarejestrowana,170,"7,80"
2011,sejm,020206,dzierżoniowski,Gmina Łagiewniki,Lista nr 4 - Komitet Wyborczy Ruch Palikota - Zarejestrowana,281,"12,90"
2011,sejm,020206,dzierżoniowski,Gmina Łagiewniki,Lista nr 5 - Komitet Wyborczy Polskie Stronnictwo Ludowe - Zarejestrowana,194,"8,90"
2011,sejm,020206,dzierżoniowski,Gmina Łagiewniki,Lista nr 6 - Komitet Wyborczy Polska Partia Pracy - Sierpień 80 - Zarejestrowana,31,"1,42"
2011,sejm,020206,dzierżoniowski,Gmina Łagiewniki,Lista nr 7 - Komitet Wyborczy Platforma Obywatelska RP - Zarejestrowana,796,"36,53"
2011,sejm,020207,dzierżoniowski,Gmina Niemcza,Lista nr 1 - Komitet Wyborczy Prawo i Sprawiedliwość - Zarejestrowana,476,"26,61"
2011,sejm,020207,dzierżoniowski,Gmina Niemcza,Lista nr 2 - Komitet Wyborczy Polska Jest Najważniejsza - Zarejestrowana,99,"5,53"
2011,sejm,020207,dzierżoniowski,Gmina Niemcza,Lista nr 3 - Komitet Wyborczy Sojusz Lewicy Demokratycznej - Zarejestrowana,137,"7,66"
2011,sejm,020207,dzierżoniowski,Gmina Niemcza,Lista nr 4 - Komitet Wyborczy Ruch Palikota - Zarejestrowana,276,"15,43"
2011,sejm,020207,dzierżoniowski,Gmina Niemcza,Lista nr 5 - Komitet Wyborczy Polskie Stronnictwo Ludowe - Zarejestrowana,98,"5,48"
2011,sejm,020207,dzierżoniowski,Gmina Niemcza,Lista nr 6 - Komitet Wyborczy Polska Partia Pracy - Sierpień 80 - Zarejestrowana,17,"0,95"
2011,sejm,020207,dzierżoniowski,Gmina Niemcza,Lista nr 7 - Komitet Wyborczy Platforma Obywatelska RP - Zarejestrowana,686,"38,35"
2011,sejm,020301,głogowski,Miasto Głogów,Lista nr 1 - Komitet Wyborczy Prawo i Sprawiedliwość - Zarejestrowana,8 540,"31,57"
2011,sejm,020301,głogowski,Miasto Głogów,Lista nr 2 - Komitet Wyborczy Polska Jest Najważniejsza - Zarejestrowana,596,"2,20"
2011,sejm,020301,głogowski,Miasto Głogów,Lista nr 3 - Komitet Wyborczy Sojusz Lewicy Demokratycznej - Zarejestrowana,4 108,"15,19"
2011,sejm,020301,głogowski,Miasto Głogów,Lista nr 4 - Komitet Wyborczy Ruch Palikota - Zarejestrowana,2 820,"10,43"
2011,sejm,020301,głogowski,Miasto Głogów,Lista nr 5 - Komitet Wyborczy Polskie Stronnictwo Ludowe - Zarejestrowana,634,"2,34"
2011,sejm,020301,głogowski,Miasto Głogów,Lista nr 6 - Komitet Wyborczy Polska Partia Pracy - Sierpień 80 - Zarejestrowana,175,"0,65"
2011,sejm,020301,głogowski,Miasto Głogów,Lista nr 7 - Komitet Wyborczy Platforma Obywatelska RP - Zarejestrowana,10 176,"37,62"
2011,sejm,020302,głogowski,Gmina Głogów,Lista nr 1 - Komitet Wyborczy Prawo i Sprawiedliwość - Zarejestrowana,775,"35,47"
2011,sejm,020302,głogowski,Gmina Głogów,Lista nr 2 - Komitet Wyborczy Polska Jest Najważniejsza - Zarejestrowana,54,"2,47"
2011,sejm,020302,głogowski,Gmina Głogów,Lista nr 3 - Komitet Wyborczy Sojusz Lewicy Demokratycznej - Zarejestrowana,247,"11,30"
2011,sejm,020302,głogowski,Gmina Głogów,Lista nr 4 - Komitet Wyborczy Ruch Palikota - Zarejestrowana,242,"11,08"
2011,sejm,020302,głogowski,Gmina Głogów,Lista nr 5 - Komitet Wyborczy Polskie Stronnictwo Ludowe - Zarejestrowana,133,"6,09"
2011,sejm,020302,głogowski,Gmina Głogów,Lista nr 6 - Komitet Wyborczy Polska Partia Pracy - Sierpień 80 - Zarejestrowana,21,"0,96"
2011,sejm,020302,głogowski,Gmina Głogów,Lista nr 7 - Komitet Wyborczy Platforma Obywatelska RP - Zarejestrowana,713,"32,63"
2011,sejm,020303,głogowski,Gmina Jerzmanowa,Lista nr 1 - Komitet Wyborczy Prawo i Sprawiedliwość - Zarejestrowana,466,"31,38"
2011,sejm,020303,głogowski,Gmina Jerzmanowa,Lista nr 2 - Komitet Wyborczy Polska Jest Najważniejsza - Zarejestrowana,27,"1,82"
2011,sejm,020303,głogowski,Gmina Jerzmanowa,Lista nr 3 - Komitet Wyborczy Sojusz Lewicy Demokratycznej - Zarejestrowana,246,"16,57"
2011,sejm,020303,głogowski,Gmina Jerzmanowa,Lista nr 4 - Komitet Wyborczy Ruch Palikota - Zarejestrowana,143,"9,63"
2011,sejm,020303,głogowski,Gmina Jerzmanowa,Lista nr 5 - Komitet Wyborczy Polskie Stronnictwo Ludowe - Zarejestrowana,100,"6,73"
2011,sejm,020303,głogowski,Gmina Jerzmanowa,Lista nr 6 - Komitet Wyborczy Polska Partia Pracy - Sierpień 80 - Zarejestrowana,6,"0,40"
2011,sejm,020303,głogowski,Gmina Jerzmanowa,Lista nr 7 - Komitet Wyborczy Platforma Obywatelska RP - Zarejestrowana,497,"33,47"
2011,sejm,020304,głogowski,Gmina Kotla,Lista nr 1 - Komitet Wyborczy Prawo i Sprawiedliwość - Zarejestrowana,337,"30,86"
2011,sejm,020304,głogowski,Gmina Kotla,Lista nr 2 - Komitet Wyborczy Polska Jest Najważniejsza - Zarejestrowana,22,"2,01"
2011,sejm,020304,głogowski,Gmina Kotla,Lista nr 3 - Komitet Wyborczy Sojusz Lewicy Demokratycznej - Zarejestrowana,142,"13,00"
2011,sejm,020304,głogowski,Gmina Kotla,Lista nr 4 - Komitet Wyborczy Ruch Palikota - Zarejestrowana,108,"9,89"
2011,sejm,020304,głogowski,Gmina Kotla,Lista nr 5 - Komitet Wyborczy Polskie Stronnictwo Ludowe - Zarejestrowana,66,"6,04"
2011,sejm,020304,głogowski,Gmina Kotla,Lista nr 6 - Komitet Wyborczy Polska Partia Pracy - Sierpień 80 - Zarejestrowana,9,"0,82"
2011,sejm,020304,głogowski,Gmina Kotla,Lista nr 7 - Komitet Wyborczy Platforma Obywatelska RP - Zarejestrowana,408,"37,36"
2011,sejm,020305,głogowski,Gmina Pęcław,Lista nr 1 - Komitet Wyborczy Prawo i Sprawiedliwość - Zarejestrowana,202,"33,44"
2011,sejm,020305,głogowski,Gmina Pęcław,Lista nr 2 - Komitet Wyborczy Polska Jest Najważniejsza - Zarejestrowana,11,"1,82"
2011,sejm,020305,głogowski,Gmina Pęcław,Lista nr 3 - Komitet Wyborczy Sojusz Lewicy Demokratycznej - Zarejestrowana,55,"9,11"
2011,sejm,020305,głogowski,Gmina Pęcław,Lista nr 4 - Komitet Wyborczy Ruch Palikota - Zarejestrowana,57,"9,44"
2011,sejm,020305,głogowski,Gmina Pęcław,Lista nr 5 - Komitet Wyborczy Polskie Stronnictwo Ludowe - Zarejestrowana,63,"10,43"
2011,sejm,020305,głogowski,Gmina Pęcław,Lista nr 6 - Komitet Wyborczy Polska Partia Pracy - Sierpień 80 - Zarejestrowana,6,"0,99"
2011,sejm,020305,głogowski,Gmina Pęcław,Lista nr 7 - Komitet Wyborczy Platforma Obywatelska RP - Zarejestrowana,210,"34,77"
2011,sejm,020306,głogowski,Gmina Żukowice,Lista nr 1 - Komitet Wyborczy Prawo i Sprawiedliwość - Zarejestrowana,297,"30,24"
2011,sejm,020306,głogowski,Gmina Żukowice,Lista nr 2 - Komitet Wyborczy Polska Jest Najważniejsza - Zarejestrowana,16,"1,63"
2011,sejm,020306,głogowski,Gmina Żukowice,Lista nr 3 - Komitet Wyborczy Sojusz Lewicy Demokratycznej - Zarejestrowana,92,"9,37"
2011,sejm,020306,głogowski,Gmina Żukowice,Lista nr 4 - Komitet Wyborczy Ruch Palikota - Zarejestrowana,152,"15,48"
2011,sejm,020306,głogowski,Gmina Żukowice,Lista nr 5 - Komitet Wyborczy Polskie Stronnictwo Ludowe - Zarejestrowana,139,"14,15"
2011,sejm,020306,głogowski,Gmina Żukowice,Lista nr 6 - Komitet Wyborczy Polska Partia Pracy - Sierpień 80 - Zarejestrowana,9,"0,92"
2011,sejm,020306,głogowski,Gmina Żukowice,Lista nr 7 - Komitet Wyborczy Platforma Obywatelska RP - Zarejestrowana,277,"28,21"
2011,sejm,020401,górowski,Gmina Góra,Lista nr 1 - Komitet Wyborczy Prawo i Sprawiedliwość - Zarejestrowana,1 405,"24,45"
2011,sejm,020401,górowski,Gmina Góra,Lista nr 2 - Komitet Wyborczy Polska Jest Najważniejsza - Zarejestrowana,78,"1,36"
2011,sejm,020401,górowski,Gmina Góra,Lista nr 3 - Komitet Wyborczy Sojusz Lewicy Demokratycznej - Zarejestrowana,431,"7,50"
2011,sejm,020401,górowski,Gmina Góra,Lista nr 4 - Komitet Wyborczy Ruch Palikota - Zarejestrowana,595,"10,36"
2011,sejm,020401,górowski,Gmina Góra,Lista nr 5 - Komitet Wyborczy Polskie Stronnictwo Ludowe - Zarejestrowana,597,"10,39"
2011,sejm,020401,górowski,Gmina Góra,Lista nr 6 - Komitet Wyborczy Polska Partia Pracy - Sierpień 80 - Zarejestrowana,28,"0,49"
2011,sejm,020401,górowski,Gmina Góra,Lista nr 7 - Komitet Wyborczy Platforma Obywatelska RP - Zarejestrowana,2 551,"44,40"
2011,sejm,020401,górowski,Gmina Góra,Lista nr 9 - Komitet Wyborczy Nowa Prawica - Janusza Korwin-Mikke - Zarejestrowana,61,"1,06"
2011,sejm,020402,górowski,Gmina Jemielno,Lista nr 1 - Komitet Wyborczy Prawo i Sprawiedliwość - Zarejestrowana,219,"30,29"
2011,sejm,020402,górowski,Gmina Jemielno,Lista nr 2 - Komitet Wyborczy Polska Jest Najważniejsza - Zarejestrowana,12,"1,66"
2011,sejm,020402,górowski,Gmina Jemielno,Lista nr 3 - Komitet Wyborczy Sojusz Lewicy Demokratycznej - Zarejestrowana,60,"8,30"
2011,sejm,020402,górowski,Gmina Jemielno,Lista nr 4 - Komitet Wyborczy Ruch Palikota - Zarejestrowana,68,"9,41"
2011,sejm,020402,górowski,Gmina Jemielno,Lista nr 5 - Komitet Wyborczy Polskie Stronnictwo Ludowe - Zarejestrowana,126,"17,43"
2011,sejm,020402,górowski,Gmina Jemielno,Lista nr 6 - Komitet Wyborczy Polska Partia Pracy - Sierpień 80 - Zarejestrowana,7,"0,97"
2011,sejm,020402,górowski,Gmina Jemielno,Lista nr 7 - Komitet Wyborczy Platforma Obywatelska RP - Zarejestrowana,220,"30,43"
2011,sejm,020402,górowski,Gmina Jemielno,Lista nr 9 - Komitet Wyborczy Nowa Prawica - Janusza Korwin-Mikke - Zarejestrowana,11,"1,52"
2011,sejm,020403,górowski,Gmina Niechlów,Lista nr 1 - Komitet Wyborczy Prawo i Sprawiedliwość - Zarejestrowana,350,"31,28"
2011,sejm,020403,górowski,Gmina Niechlów,Lista nr 2 - Komitet Wyborczy Polska Jest Najważniejsza - Zarejestrowana,18,"1,61"
2011,sejm,020403,górowski,Gmina Niechlów,Lista nr 3 - Komitet Wyborczy Sojusz Lewicy Demokratycznej - Zarejestrowana,99,"8,85"
2011,sejm,020403,górowski,Gmina Niechlów,Lista nr 4 - Komitet Wyborczy Ruch Palikota - Zarejestrowana,118,"10,55"
2011,sejm,020403,górowski,Gmina Niechlów,Lista nr 5 - Komitet Wyborczy Polskie Stronnictwo Ludowe - Zarejestrowana,175,"15,64"
2011,sejm,020403,górowski,Gmina Niechlów,Lista nr 6 - Komitet Wyborczy Polska Partia Pracy - Sierpień 80 - Zarejestrowana,11,"0,98"
2011,sejm,020403,górowski,Gmina Niechlów,Lista nr 7 - Komitet Wyborczy Platforma Obywatelska RP - Zarejestrowana,338,"30,21"
2011,sejm,020403,górowski,Gmina Niechlów,Lista nr 9 - Komitet Wyborczy Nowa Prawica - Janusza Korwin-Mikke - Zarejestrowana,10,"0,89"
2011,sejm,020404,górowski,Gmina Wąsosz,Lista nr 1 - Komitet Wyborczy Prawo i Sprawiedliwość - Zarejestrowana,516,"28,14"
2011,sejm,020404,górowski,Gmina Wąsosz,Lista nr 2 - Komitet Wyborczy Polska Jest Najważniejsza - Zarejestrowana,27,"1,47"
2011,sejm,020404,górowski,Gmina Wąsosz,Lista nr 3 - Komitet Wyborczy Sojusz Lewicy Demokratycznej - Zarejestrowana,123,"6,71"
2011,sejm,020404,górowski,Gmina Wąsosz,Lista nr 4 - Komitet Wyborczy Ruch Palikota - Zarejestrowana,222,"12,10"
2011,sejm,020404,górowski,Gmina Wąsosz,Lista nr 5 - Komitet Wyborczy Polskie Stronnictwo Ludowe - Zarejestrowana,264,"14,39"
2011,sejm,020404,górowski,Gmina Wąsosz,Lista nr 6 - Komitet Wyborczy Polska Partia Pracy - Sierpień 80 - Zarejestrowana,7,"0,38"
2011,sejm,020404,górowski,Gmina Wąsosz,Lista nr 7 - Komitet Wyborczy Platforma Obywatelska RP - Zarejestrowana,659,"35,93"
2011,sejm,020404,górowski,Gmina Wąsosz,Lista nr 9 - Komitet Wyborczy Nowa Prawica - Janusza Korwin-Mikke - Zarejestrowana,16,"0,87"
2011,sejm,020501,jaworski,Miasto Jawor,Lista nr 1 - Komitet Wyborczy Prawo i Sprawiedliwość - Zarejestrowana,2 865,"33,09"
2011,sejm,020501,jaworski,Miasto Jawor,Lista nr 2 - Komitet Wyborczy Polska Jest Najważniejsza - Zarejestrowana,135,"1,56"
2011,sejm,020501,jaworski,Miasto Jawor,Lista nr 3 - Komitet Wyborczy Sojusz Lewicy Demokratycznej - Zarejestrowana,872,"10,07"
2011,sejm,020501,jaworski,Miasto Jawor,Lista nr 4 - Komitet Wyborczy Ruch Palikota - Zarejestrowana,889,"10,27"
2011,sejm,020501,jaworski,Miasto Jawor,Lista nr 5 - Komitet Wyborczy Polskie Stronnictwo Ludowe - Zarejestrowana,240,"2,77"
2011,sejm,020501,jaworski,Miasto Jawor,Lista nr 6 - Komitet Wyborczy Polska Partia Pracy - Sierpień 80 - Zarejestrowana,58,"0,67"
2011,sejm,020501,jaworski,Miasto Jawor,Lista nr 7 - Komitet Wyborczy Platforma Obywatelska RP - Zarejestrowana,3 599,"41,57"
2011,sejm,020502,jaworski,Gmina Bolków,Lista nr 1 - Komitet Wyborczy Prawo i Sprawiedliwość - Zarejestrowana,796,"24,41"
2011,sejm,020502,jaworski,Gmina Bolków,Lista nr 2 - Komitet Wyborczy Polska Jest Najważniejsza - Zarejestrowana,44,"1,35"
2011,sejm,020502,jaworski,Gmina Bolków,Lista nr 3 - Komitet Wyborczy Sojusz Lewicy Demokratycznej - Zarejestrowana,666,"20,42"
2011,sejm,020502,jaworski,Gmina Bolków,Lista nr 4 - Komitet Wyborczy Ruch Palikota - Zarejestrowana,345,"10,58"
