year,teryt_code,powiat,gmina,population,eligible_to_vote,turnout_%,turnout_ppl
2007,021401,oleśnicki,"Oleśnica, m.",37097,30103,57.42,17277
2007,021402,oleśnicki,"Bierutów, gm.",10326,8131,43.80,3560
2007,021403,oleśnicki,"Dobroszyce, gm.",6056,4717,42.63,2011
2007,021404,oleśnicki,"Dziadowa Kłoda, gm.",4633,3529,38.48,1357
2007,021405,oleśnicki,"Międzybórz, gm.",5122,3853,44.43,1712
2007,021406,oleśnicki,"Oleśnica, gm.",11568,8877,39.96,3547
2007,021407,oleśnicki,"Syców, gm.",16339,12881,50.82,6544
2007,021408,oleśnicki,"Twardogóra, gm.",13005,10196,45.09,4596
2007,021501,oławski,"Oława, m.",31208,25419,58.14,14775
2007,021502,oławski,"Domaniów, gm.",5279,4085,45.73,1864
2007,021503,oławski,"Jelcz-Laskowice, gm.",21609,17344,51.51,8934
2007,021504,oławski,"Oława, gm.",13779,10734,48.88,5247
2007,021601,polkowicki,"Chocianów, gm.",12870,10069,52.12,5249
2007,021602,polkowicki,"Gaworzyce, gm.",3855,2935,49.40,1450
2007,021603,polkowicki,"Grębocice, gm.",5319,4037,42.26,1706
2007,021604,polkowicki,"Polkowice, gm.",26442,20210,53.00,10710
2007,021605,polkowicki,"Przemków, gm.",9051,7085,43.46,3079
2007,021606,polkowicki,"Radwanice, gm.",4476,3474,45.16,1562
2007,021701,strzeliński,"Borów, gm.",5284,4180,50.69,2119
2007,021702,strzeliński,"Kondratowice, gm.",4689,3764,40.70,1532
2007,021703,strzeliński,"Przeworno, gm.",5257,4170,40.34,1682
2007,021704,strzeliński,"Strzelin, gm.",21937,18421,50.93,9381
2007,021705,strzeliński,"Wiązów, gm.",7535,5962,40.69,2426
2007,021801,średzki,"Kostomłoty, gm.",7006,5569,41.80,2323
2007,021802,średzki,"Malczyce, gm.",6019,4737,45.22,2142
2007,021803,średzki,"Miękinia, gm.",11874,9545,46.85,4471
2007,021804,średzki,"Środa Śląska, gm.",19106,15283,46.94,7172
2007,021805,średzki,"Udanin, gm.",5644,4504,39.37,1773
2007,021901,świdnicki,"Świdnica, m.",60453,50086,56.94,28508
2007,021902,świdnicki,"Świebodzice, m.",23194,18978,49.57,9407
2007,021903,świdnicki,"Dobromierz, gm.",5447,4366,40.68,1776
2007,021904,świdnicki,"Jaworzyna Śląska, gm.",10465,8300,44.89,3724
2007,021905,świdnicki,"Marcinowice, gm.",6494,5060,46.25,2340
2007,021906,świdnicki,"Strzegom, gm.",27744,22206,46.78,10382
2007,021907,świdnicki,"Świdnica, gm.",15585,12395,45.23,5606
2007,021908,świdnicki,"Żarów, gm.",12583,10023,47.73,4784
2007,022001,trzebnicki,"Oborniki Śląskie, gm.",17776,14417,55.03,7930
2007,022002,trzebnicki,"Prusice, gm.",9307,7239,38.32,2773
2007,022003,trzebnicki,"Trzebnica, gm.",22023,17484,50.73,8868
2007,022004,trzebnicki,"Wisznia Mała, gm.",8111,6636,53.92,3576
2007,022005,trzebnicki,"Zawonia, gm.",5521,4250,39.58,1682
2007,022006,trzebnicki,"Żmigród, gm.",15075,11830,43.56,5153
2007,022101,wałbrzyski,"Boguszów-Gorce, m.",17150,13800,46.24,6378
2007,022102,wałbrzyski,"Jedlina-Zdrój, m.",5005,4156,47.52,1975
2007,022103,wałbrzyski,"Szczawno-Zdrój, m.",5802,5102,61.39,3130
2007,022104,wałbrzyski,"Czarny Bór, gm.",4865,3754,48.24,1811
2007,022105,wałbrzyski,"Głuszyca, gm.",9442,7605,45.55,3464
2007,022106,wałbrzyski,"Mieroszów, gm.",7296,6104,41.06,2506
2007,022107,wałbrzyski,"Stare Bogaczowice, gm.",4110,3329,46.65,1553
2007,022108,wałbrzyski,"Walim, gm.",5838,4733,42.53,2013
2007,022201,wołowski,"Brzeg Dolny, gm.",16297,13289,52.25,6943
2007,022202,wołowski,"Wińsko, gm.",8844,6948,39.41,2738
2007,022203,wołowski,"Wołów, gm.",22533,19740,50.58,9983
2007,022301,wrocławski,"Czernica, gm.",9195,7202,60.33,4341
2007,022302,wrocławski,"Długołęka, gm.",20639,16064,55.05,8844
2007,022303,wrocławski,"Jordanów Śląski, gm.",3059,2455,47.66,1170
2007,022304,wrocławski,"Kąty Wrocławskie, gm.",18346,14582,53.09,7731
2007,022305,wrocławski,"Kobierzyce, gm.",13787,11005,53.60,5894
2007,022306,wrocławski,"Mietków, gm.",3769,3091,48.79,1508
2007,022307,wrocławski,"Sobótka, gm.",12406,10002,49.05,4905
2007,022308,wrocławski,"Siechnice, gm.",13779,11189,60.81,6803
2007,022309,wrocławski,"Żórawina, gm.",8020,6473,47.92,3102
2007,022401,ząbkowicki,"Bardo, gm.",5670,4679,47.77,2235
2007,022402,ząbkowicki,"Ciepłowody, gm.",3248,2542,37.02,941
2007,022403,ząbkowicki,"Kamieniec Ząbkowicki, gm.",8782,6977,45.51,3175
2007,022404,ząbkowicki,"Stoszowice, gm.",5624,4494,44.79,2013
2007,022405,ząbkowicki,"Ząbkowice Śląskie, gm.",23353,19062,50.29,9581
2007,022406,ząbkowicki,"Ziębice, gm.",18371,14813,43.15,6389
2007,022407,ząbkowicki,"Złoty Stok, gm.",4977,3937,46.05,1813
2007,022501,zgorzelecki,"Zawidów, m.",4481,3528,48.24,1702
2007,022502,zgorzelecki,"Zgorzelec, m.",33028,27627,56.28,15547
2007,022503,zgorzelecki,"Bogatynia, gm.",25318,20061,49.94,10018
2007,022504,zgorzelecki,"Pieńsk, gm.",9518,7457,41.97,3129
2007,022505,zgorzelecki,"Sulików, gm.",6118,4766,44.04,2099
2007,022506,zgorzelecki,"Węgliniec, gm.",9121,7187,44.04,3165
2007,022507,zgorzelecki,"Zgorzelec, gm.",7907,6214,43.21,2684
2007,022601,złotoryjski,"Wojcieszów, m.",3885,3148,42.28,1331
2007,022602,złotoryjski,"Złotoryja, m.",16568,13765,52.51,7225
2007,022603,złotoryjski,"Pielgrzymka, gm.",4777,3674,42.03,1543
2007,022604,złotoryjski,"Świerzawa, gm.",7922,6288,42.16,2651
2007,022605,złotoryjski,"Zagrodno, gm.",5720,4523,43.22,1954
2007,022606,złotoryjski,"Złotoryja, gm.",7137,5550,43.46,2412
2007,026101,Jelenia Góra,"Jelenia Góra, m.",84084,71606,57.64,41251
2007,026201,Legnica,"Legnica, m.",102077,82879,55.76,46144
2007,026401,Wrocław,"Wrocław, m.",594437,513959,65.81,337809
2007,022109,Wałbrzych,"Wałbrzych, m.",122915,103138,50.76,52339
2007,040101,aleksandrowski,"Aleksandrów Kujawski, m.",12503,10298,49.62,5108
2007,040102,aleksandrowski,"Ciechocinek, m.",10725,10299,65.31,6724
2007,040103,aleksandrowski,"Nieszawa, m.",2057,1658,57.00,945
2007,040104,aleksandrowski,"Aleksandrów Kujawski, gm.",11083,8290,38.52,3193
2007,040105,aleksandrowski,"Bądkowo, gm.",4684,3696,39.31,1453
2007,040106,aleksandrowski,"Koneck, gm.",3460,2639,36.07,952
2007,040107,aleksandrowski,"Raciążek, gm.",3060,2413,45.21,1091
2007,040108,aleksandrowski,"Waganiec, gm.",4557,3498,38.39,1343
2007,040109,aleksandrowski,"Zakrzewo, gm.",3815,3003,40.53,1216
2007,040201,brodnicki,"Brodnica, m.",27179,21587,52.63,11359
2007,040202,brodnicki,"Bobrowo, gm.",6517,4912,37.93,1863
2007,040203,brodnicki,"Brodnica, gm.",6958,5096,39.03,1989
2007,040204,brodnicki,"Brzozie, gm.",3727,2792,40.83,1140
2007,040205,brodnicki,"Górzno, gm.",3970,3063,42.64,1306
2007,040206,brodnicki,"Bartniczka, gm.",4761,3568,42.15,1504
2007,040207,brodnicki,"Jabłonowo Pomorskie, gm.",9404,7096,42.76,3034
2007,040208,brodnicki,"Osiek, gm.",4186,3176,34.98,1111
2007,040209,brodnicki,"Świedziebnia, gm.",5313,3895,41.44,1614
2007,040210,brodnicki,"Zbiczno, gm.",4697,3623,43.94,1592
2007,040301,bydgoski,"Białe Błota, gm.",14515,10962,58.59,6418
2007,040302,bydgoski,"Dąbrowa Chełmińska, gm.",7288,5438,43.69,2376
2007,040303,bydgoski,"Dobrcz, gm.",9409,7214,47.92,3457
2007,040304,bydgoski,"Koronowo, gm.",23465,18842,45.98,8662
2007,040305,bydgoski,"Nowa Wieś Wielka, gm.",8254,6287,48.86,3069
2007,040306,bydgoski,"Osielsko, gm.",9528,7129,64.03,4564
2007,040307,bydgoski,"Sicienko, gm.",9007,7066,47.16,3332
2007,040308,bydgoski,"Solec Kujawski, gm.",16051,12509,53.07,6639
2007,040401,chełmiński,"Chełmno, m.",20408,16635,49.68,8263
2007,040402,chełmiński,"Chełmno, gm.",5348,3923,38.24,1500
2007,040403,chełmiński,"Kijewo Królewskie, gm.",4440,3375,41.96,1416
2007,040404,chełmiński,"Lisewo, gm.",5303,4002,38.63,1546
2007,040405,chełmiński,"Papowo Biskupie, gm.",4504,3392,37.85,1284
2007,040406,chełmiński,"Stolno, gm.",5145,3866,37.40,1446
2007,040407,chełmiński,"Unisław, gm.",6719,5282,45.72,2414
2007,040501,golubsko-dobrzyński,"Golub-Dobrzyń, m.",12765,10052,47.95,4818
2007,040502,golubsko-dobrzyński,"Ciechocin, gm.",4029,2945,39.80,1172
2007,040503,golubsko-dobrzyński,"Golub-Dobrzyń, gm.",8455,6364,37.82,2407
2007,040504,golubsko-dobrzyński,"Kowalewo Pomorskie, gm.",11449,8793,43.94,3863
2007,040505,golubsko-dobrzyński,"Radomin, gm.",4175,3194,36.19,1156
2007,040506,golubsko-dobrzyński,"Zbójno, gm.",4563,3428,35.94,1232
2007,040601,grudziądzki,"Grudziądz, gm.",11022,8296,42.41,3518
2007,040602,grudziądzki,"Gruta, gm.",6733,5150,39.63,2041
2007,040603,grudziądzki,"Łasin, gm.",8554,6568,40.42,2654
2007,040604,grudziądzki,"Radzyń Chełmiński, gm.",5009,3701,35.58,1317
2007,040605,grudziądzki,"Rogóźno, gm.",4135,3115,34.96,1089
2007,040606,grudziądzki,"Świecie nad Osą, gm.",4603,3385,32.61,1104
2007,040701,inowrocławski,"Inowrocław, m.",76036,63185,55.45,35028
2007,040702,inowrocławski,"Dąbrowa Biskupia, gm.",5292,4067,33.00,1341
2007,040703,inowrocławski,"Gniewkowo, gm.",14829,11524,41.95,4834
2007,040704,inowrocławski,"Inowrocław, gm.",11280,8709,41.84,3641
2007,040705,inowrocławski,"Janikowo, gm.",13819,10749,46.66,5015
2007,040706,inowrocławski,"Kruszwica, gm.",20255,15954,43.02,6861
2007,040707,inowrocławski,"Pakość, gm.",10137,7932,45.32,3595
2007,040708,inowrocławski,"Rojewo, gm.",4720,3560,38.79,1380
2007,040709,inowrocławski,"Złotniki Kujawskie, gm.",9080,7003,41.54,2909
2007,040801,lipnowski,"Lipno, m.",14965,11942,46.76,5580
2007,040802,lipnowski,"Bobrowniki, gm.",3123,2299,36.62,842
2007,040803,lipnowski,"Chrostkowo, gm.",3199,2407,30.33,730
2007,040804,lipnowski,"Dobrzyń nad Wisłą, gm.",8221,6263,37.31,2337
2007,040805,lipnowski,"Kikół, gm.",7431,5524,36.86,2033
2007,040806,lipnowski,"Lipno, gm.",11718,8675,33.06,2868
2007,040807,lipnowski,"Skępe, gm.",7871,5929,37.98,2252
2007,040808,lipnowski,"Tłuchowo, gm.",4792,3563,33.74,1202
2007,040809,lipnowski,"Wielgie, gm.",6911,5055,33.79,1708
2007,040901,mogileński,"Dąbrowa, gm.",4795,3634,42.57,1546
2007,040902,mogileński,"Jeziora Wielkie, gm.",5119,3945,36.55,1441
2007,040903,mogileński,"Mogilno, gm.",25027,19549,48.16,9406
2007,040904,mogileński,"Strzelno, gm.",12293,9656,45.57,4400
2007,041001,nakielski,"Kcynia, gm.",14041,10628,45.56,4842
2007,041002,nakielski,"Mrocza, gm.",9286,6912,44.36,3065
2007,041003,nakielski,"Nakło nad Notecią, gm.",32229,26792,51.45,13784
2007,041004,nakielski,"Sadki, gm.",7316,5499,43.92,2415
2007,041005,nakielski,"Szubin, gm.",22904,17611,48.96,8621
2007,041101,radziejowski,"Radziejów, m.",6077,5027,50.75,2550
2007,041102,radziejowski,"Bytoń, gm.",3839,3035,36.64,1111
2007,041103,radziejowski,"Dobre, gm.",5675,4441,39.41,1750
2007,041104,radziejowski,"Osięciny, gm.",8349,6551,36.10,2363
2007,041105,radziejowski,"Piotrków Kujawski, gm.",9839,7664,39.04,2990
2007,041106,radziejowski,"Radziejów, gm.",4497,3496,36.47,1275
2007,041107,radziejowski,"Topólka, gm.",5251,4056,38.14,1547
2007,041201,rypiński,"Rypin, m.",16824,13250,48.40,6412
2007,041202,rypiński,"Brzuze, gm.",5475,4207,35.56,1496
2007,041203,rypiński,"Rogowo, gm.",5018,3812,33.92,1293
2007,041204,rypiński,"Rypin, gm.",7648,5754,31.87,1834
2007,041205,rypiński,"Skrwilno, gm.",6437,4900,36.53,1788
2007,041206,rypiński,"Wąpielsk, gm.",4341,3275,30.08,985
2007,041301,sępoleński,"Kamień Krajeński, gm.",7074,5317,42.00,2233
2007,041302,sępoleński,"Sępólno Krajeńskie, gm.",16216,12524,47.33,5927
2007,041303,sępoleński,"Sośno, gm.",5351,4022,40.08,1612
2007,041304,sępoleński,"Więcbork, gm.",13453,10316,45.48,4689
2007,041401,świecki,"Bukowiec, gm.",5113,3897,41.52,1618
2007,041402,świecki,"Dragacz, gm.",7042,5511,41.32,2277
2007,041403,świecki,"Drzycim, gm.",5091,3858,43.36,1673
2007,041404,świecki,"Jeżewo, gm.",7821,6000,42.97,2576
2007,041405,świecki,"Lniano, gm.",4152,3143,46.23,1453
2007,041406,świecki,"Nowe, gm.",10852,8572,40.20,3446
2007,041407,świecki,"Osie, gm.",5358,4077,48.22,1966
2007,041408,świecki,"Pruszcz, gm.",9436,7240,48.51,3509
2007,041409,świecki,"Świecie, gm.",33229,26483,50.78,13443
2007,041410,świecki,"Świekatowo, gm.",3566,2662,45.30,1206
2007,041411,świecki,"Warlubie, gm.",6562,5060,37.67,1906
2007,041501,toruński,"Chełmża, m.",15091,11863,46.01,5457
2007,041502,toruński,"Chełmża, gm.",9671,7363,36.67,2700
2007,041503,toruński,"Czernikowo, gm.",8695,6493,35.67,2316
2007,041504,toruński,"Lubicz, gm.",16962,12781,50.26,6424
2007,041505,toruński,"Łubianka, gm.",5590,4332,45.80,1984
2007,041506,toruński,"Łysomice, gm.",8511,6459,44.50,2874
2007,041507,toruński,"Obrowo, gm.",10415,7807,46.87,3659
2007,041508,toruński,"Wielka Nieszawka, gm.",4064,3166,50.38,1595
2007,041509,toruński,"Zławieś Wielka, gm.",11557,8674,46.52,4033
2007,041601,tucholski,"Cekcyn, gm.",6559,5047,46.36,2340
2007,041602,tucholski,"Gostycyn, gm.",5383,4069,46.52,1893
2007,041603,tucholski,"Kęsowo, gm.",4542,3412,41.41,1413
2007,041604,tucholski,"Lubiewo, gm.",5821,4347,53.53,2327
2007,041605,tucholski,"Śliwice, gm.",5579,4127,46.60,1923
2007,041606,tucholski,"Tuchola, gm.",20004,15612,51.68,8069
2007,041701,wąbrzeski,"Wąbrzeźno, m.",14008,11249,47.09,5297
2007,041702,wąbrzeski,"Dębowa Łąka, gm.",3313,2461,39.50,972
2007,041703,wąbrzeski,"Książki, gm.",4435,3379,39.42,1331
2007,041704,wąbrzeski,"Płużnica, gm.",5205,3876,37.90,1468
2007,041705,wąbrzeski,"Wąbrzeźno, gm.",8771,6628,35.77,2371
2007,041801,włocławski,"Kowal, m.",3514,2811,50.91,1429
2007,041802,włocławski,"Baruchowo, gm.",3631,2836,37.17,1054
2007,041803,włocławski,"Boniewo, gm.",3668,2828,33.10,936
2007,041804,włocławski,"Brześć Kujawski, gm.",11350,8880,41.22,3660
2007,041805,włocławski,"Choceń, gm.",8178,6432,33.83,2175
2007,041806,włocławski,"Chodecz, gm.",6566,5152,36.51,1879
2007,041807,włocławski,"Fabianki, gm.",8841,6799,40.06,2724
2007,041808,włocławski,"Izbica Kujawska, gm.",8130,6238,35.94,2242
2007,041809,włocławski,"Kowal, gm.",4104,3192,36.56,1167
2007,041810,włocławski,"Lubanie, gm.",4721,3669,37.15,1363
2007,041811,włocławski,"Lubień Kujawski, gm.",7827,6136,34.14,2095
2007,041812,włocławski,"Lubraniec, gm.",10396,8117,40.64,3299
2007,041813,włocławski,"Włocławek, gm.",6695,5193,40.44,2099
2007,041901,żniński,"Barcin, gm.",15014,11712,46.71,5471
2007,041902,żniński,"Gąsawa, gm.",5296,4109,46.73,1920
2007,041903,żniński,"Janowiec Wielkopolski, gm.",9530,7497,45.59,3416
2007,041904,żniński,"Łabiszyn, gm.",9545,7261,44.80,3253
2007,041905,żniński,"Rogowo, gm.",6950,5373,51.94,2791
2007,041906,żniński,"Żnin, gm.",24663,19364,50.14,9707
2007,046101,Bydgoszcz,"Bydgoszcz, m.",352761,293865,62.27,182911
2007,046201,Grudziądz,"Grudziądz, m.",97210,79986,51.52,41196
2007,046301,Toruń,"Toruń, m.",195175,162374,60.69,98502
2007,046401,Włocławek,"Włocławek, m.",116978,96063,55.68,53467
2007,060101,bialski,"Międzyrzec Podlaski, m.",17720,13711,53.04,7270
2007,060102,bialski,"Terespol, m.",6092,4684,52.67,2467
2007,060103,bialski,"Biała Podlaska, gm.",12765,9423,46.96,4425
2007,060104,bialski,"Drelów, gm.",5769,4350,43.56,1894
2007,060105,bialski,"Janów Podlaski, gm.",5604,4347,43.20,1878
2007,060106,bialski,"Kodeń, gm.",4186,3320,39.85,1323
2007,060107,bialski,"Konstantynów, gm.",4184,3150,47.02,1481
2007,060108,bialski,"Leśna Podlaska, gm.",4550,3423,46.30,1585
2007,060109,bialski,"Łomazy, gm.",5554,4250,46.94,1995
2007,060110,bialski,"Międzyrzec Podlaski, gm.",10672,7743,45.19,3499
2007,060111,bialski,"Piszczac, gm.",7706,5800,40.17,2330
2007,060112,bialski,"Rokitno, gm.",3359,2607,42.54,1109
2007,060113,bialski,"Rossosz, gm.",2557,1919,50.60,969
2007,060114,bialski,"Sławatycze, gm.",2692,2135,46.70,997
2007,060115,bialski,"Sosnówka, gm.",2870,2309,39.89,921
2007,060116,bialski,"Terespol, gm.",7146,5535,45.33,2509
2007,060117,bialski,"Tuczna, gm.",3688,2908,38.20,1111
2007,060118,bialski,"Wisznice, gm.",5461,4241,45.41,1924
2007,060119,bialski,"Zalesie, gm.",4629,3494,43.90,1534
2007,060201,biłgorajski,"Biłgoraj, m.",27146,21701,54.18,11758
2007,060202,biłgorajski,"Aleksandrów, gm.",3302,2435,48.54,1182
2007,060203,biłgorajski,"Biłgoraj, gm.",12933,9813,46.98,4609
2007,060204,biłgorajski,"Biszcza, gm.",4107,3152,43.05,1357
2007,060205,biłgorajski,"Frampol, gm.",6642,5209,42.39,2208
2007,060206,biłgorajski,"Goraj, gm.",4568,3582,44.05,1577
2007,060207,biłgorajski,"Józefów, gm.",7519,5833,42.83,2498
2007,060208,biłgorajski,"Księżpol, gm.",6924,5156,43.68,2251
2007,060209,biłgorajski,"Łukowa, gm.",4626,3470,48.33,1677
2007,060210,biłgorajski,"Obsza, gm.",4610,3470,46.95,1629
2007,060211,biłgorajski,"Potok Górny, gm.",5782,4451,44.69,1989
2007,060212,biłgorajski,"Tarnogród, gm.",7085,5513,49.70,2739
2007,060213,biłgorajski,"Tereszpol, gm.",4105,3137,40.90,1283
2007,060214,biłgorajski,"Turobin, gm.",7141,5839,48.71,2844
2007,060301,chełmski,"Rejowiec Fabryczny, m.",4675,3686,39.66,1462
2007,060302,chełmski,"Białopole, gm.",3371,2660,36.05,959
2007,060303,chełmski,"Chełm, gm.",13143,10045,41.54,4173
2007,060304,chełmski,"Dorohusk, gm.",7059,5619,38.71,2175
2007,060305,chełmski,"Dubienka, gm.",2707,2201,45.25,996
2007,060306,chełmski,"Kamień, gm.",4115,3136,39.45,1236
2007,060307,chełmski,"Leśniowice, gm.",4031,3163,35.35,1118
2007,060308,chełmski,"Rejowiec Fabryczny, gm.",4637,3589,34.86,1250
2007,060309,chełmski,"Ruda-Huta, gm.",4849,3809,39.14,1491
2007,060310,chełmski,"Sawin, gm.",5912,4603,38.17,1757
2007,060311,chełmski,"Siedliszcze, gm.",7263,5604,30.67,1719
2007,060312,chełmski,"Wierzbica, gm.",5600,4263,40.46,1725
2007,060313,chełmski,"Wojsławice, gm.",4303,3389,37.74,1279
2007,060314,chełmski,"Żmudź, gm.",3488,2642,34.67,916
2007,060315,chełmski,"Rejowiec, gm.",0,5433,33.39,1814
2007,060401,hrubieszowski,"Hrubieszów, m.",19268,15888,49.05,7793
2007,060402,hrubieszowski,"Dołhobyczów, gm.",6617,5224,33.58,1754
2007,060403,hrubieszowski,"Horodło, gm.",4761,4671,32.84,1534
2007,060404,hrubieszowski,"Hrubieszów, gm.",11234,8601,36.64,3151
2007,060405,hrubieszowski,"Mircze, gm.",8053,6598,36.18,2386
2007,060406,hrubieszowski,"Trzeszczany, gm.",4937,3897,35.87,1398
2007,060407,hrubieszowski,"Uchanie, gm.",5332,4232,37.85,1602
2007,060408,hrubieszowski,"Werbkowice, gm.",10643,8292,38.56,3197
2007,060501,janowski,"Batorz, gm.",3668,2804,50.29,1409
2007,060502,janowski,"Chrzanów, gm.",3274,2552,57.80,1474
2007,060503,janowski,"Dzwola, gm.",6886,5380,50.35,2708
2007,060504,janowski,"Godziszów, gm.",6388,4880,69.67,3400
2007,060505,janowski,"Janów Lubelski, gm.",16664,13163,55.15,7257
2007,060506,janowski,"Modliborzyce, gm.",7487,5845,46.21,2701
