year,teryt_code,powiat,gmina,population,eligible_to_vote,turnout_%,turnout_ppl
2007,060507,janowski,"Potok Wielki, gm.",5092,3870,40.26,1558
2007,060601,krasnostawski,"Krasnystaw, m.",19919,16573,49.76,8246
2007,060602,krasnostawski,"Fajsławice, gm.",5064,4035,50.14,2023
2007,060603,krasnostawski,"Gorzków, gm.",4110,3374,42.12,1421
2007,060604,krasnostawski,"Izbica, gm.",9043,7269,40.25,2925
2007,060605,krasnostawski,"Krasnystaw, gm.",9299,7367,41.32,3044
2007,060606,krasnostawski,"Kraśniczyn, gm.",4303,3603,40.52,1460
2007,060607,krasnostawski,"Łopiennik Górny, gm.",4362,3501,35.53,1244
2007,060609,krasnostawski,"Rudnik, gm.",3540,2871,35.81,1028
2007,060610,krasnostawski,"Siennica Różana, gm.",4373,3444,47.04,1620
2007,060611,krasnostawski,"Żółkiewka, gm.",6201,5042,45.56,2297
2007,060701,kraśnicki,"Kraśnik, m.",37020,30335,54.63,16567
2007,060702,kraśnicki,"Annopol, gm.",9412,7373,42.83,3158
2007,060703,kraśnicki,"Dzierzkowice, gm.",5464,4282,46.01,1970
2007,060704,kraśnicki,"Gościeradów, gm.",7502,5774,39.90,2304
2007,060705,kraśnicki,"Kraśnik, gm.",7180,5567,47.35,2636
2007,060706,kraśnicki,"Szastarka, gm.",6284,4890,45.58,2221
2007,060707,kraśnicki,"Trzydnik Duży, gm.",6966,5512,42.54,2345
2007,060708,kraśnicki,"Urzędów, gm.",8960,6993,49.21,3439
2007,060709,kraśnicki,"Wilkołaz, gm.",5558,4340,53.11,2305
2007,060710,kraśnicki,"Zakrzówek, gm.",7093,5653,44.01,2488
2007,060801,lubartowski,"Lubartów, m.",23072,18695,57.63,10771
2007,060802,lubartowski,"Abramów, gm.",4466,3468,46.80,1623
2007,060803,lubartowski,"Firlej, gm.",6207,4789,37.90,1814
2007,060804,lubartowski,"Jeziorzany, gm.",3196,2518,36.46,918
2007,060805,lubartowski,"Kamionka, gm.",6462,5034,42.03,2115
2007,060806,lubartowski,"Kock, gm.",6990,5412,43.81,2371
2007,060807,lubartowski,"Lubartów, gm.",10397,7920,47.45,3755
2007,060808,lubartowski,"Michów, gm.",6579,5174,40.70,2106
2007,060809,lubartowski,"Niedźwiada, gm.",6580,4985,45.30,2258
2007,060810,lubartowski,"Ostrów Lubelski, gm.",5597,4380,47.67,2086
2007,060811,lubartowski,"Ostrówek, gm.",4302,3344,44.38,1484
2007,060812,lubartowski,"Serniki, gm.",4972,3774,50.32,1899
2007,060813,lubartowski,"Uścimów, gm.",3507,2746,44.90,1233
2007,060901,lubelski,"Bełżyce, gm.",13801,10706,47.38,5070
2007,060902,lubelski,"Borzechów, gm.",3923,3072,49.84,1531
2007,060903,lubelski,"Bychawa, gm.",12497,9682,42.25,4090
2007,060904,lubelski,"Garbów, gm.",8990,6974,46.70,3257
2007,060905,lubelski,"Głusk, gm.",7589,5782,52.18,3017
2007,060906,lubelski,"Jabłonna, gm.",7626,6007,37.31,2241
2007,060907,lubelski,"Jastków, gm.",12142,9324,52.56,4899
2007,060908,lubelski,"Konopnica, gm.",11238,9043,55.97,5058
2007,060909,lubelski,"Krzczonów, gm.",4973,4178,39.18,1637
2007,060910,lubelski,"Niedrzwica Duża, gm.",11046,8436,51.27,4322
2007,060911,lubelski,"Niemce, gm.",16378,12551,50.42,6324
2007,060912,lubelski,"Strzyżewice, gm.",7393,5825,45.36,2642
2007,060913,lubelski,"Wojciechów, gm.",5985,4741,42.25,2003
2007,060914,lubelski,"Wólka, gm.",9029,6823,53.54,3653
2007,060915,lubelski,"Wysokie, gm.",5096,4116,46.94,1932
2007,060916,lubelski,"Zakrzew, gm.",3352,2706,44.83,1213
2007,061001,łęczyński,"Cyców, gm.",7810,5841,40.97,2392
2007,061002,łęczyński,"Ludwin, gm.",5041,3792,38.05,1443
2007,061003,łęczyński,"Łęczna, gm.",24881,19297,52.41,10112
2007,061004,łęczyński,"Milejów, gm.",9281,7273,38.55,2804
2007,061005,łęczyński,"Puchaczów, gm.",4954,4000,50.13,2005
2007,061006,łęczyński,"Spiczyn, gm.",5298,4098,42.58,1745
2007,061101,łukowski,"Łuków, m.",31213,24521,55.62,13632
2007,061102,łukowski,"Stoczek Łukowski, m.",2760,2138,55.52,1186
2007,061103,łukowski,"Adamów, gm.",6126,4663,45.23,2109
2007,061104,łukowski,"Krzywda, gm.",10845,7998,38.25,3059
2007,061105,łukowski,"Łuków, gm.",17119,12455,46.90,5841
2007,061106,łukowski,"Serokomla, gm.",4457,3427,39.66,1359
2007,061107,łukowski,"Stanin, gm.",10172,7506,51.61,3874
2007,061108,łukowski,"Stoczek Łukowski, gm.",8820,6702,41.61,2789
2007,061109,łukowski,"Trzebieszów, gm.",7813,5769,51.81,2987
2007,061110,łukowski,"Wojcieszków, gm.",7243,5512,42.34,2334
2007,061111,łukowski,"Wola Mysłowska, gm.",5424,4131,40.57,1675
2007,061201,opolski,"Chodel, gm.",6862,5239,43.10,2257
2007,061202,opolski,"Józefów nad Wisłą, gm.",7305,5756,38.13,2195
2007,061203,opolski,"Karczmiska, gm.",6091,4828,37.41,1806
2007,061204,opolski,"Łaziska, gm.",5447,4319,40.13,1733
2007,061205,opolski,"Opole Lubelskie, gm.",18472,14460,43.78,6328
2007,061206,opolski,"Poniatowa, gm.",15544,12547,47.41,5945
2007,061207,opolski,"Wilków, gm.",4987,3956,44.44,1758
2007,061301,parczewski,"Dębowa Kłoda, gm.",4227,3288,41.85,1375
2007,061302,parczewski,"Jabłoń, gm.",4269,3258,50.68,1651
2007,061303,parczewski,"Milanów, gm.",4318,3328,44.41,1477
2007,061304,parczewski,"Parczew, gm.",15475,12286,48.36,5939
2007,061305,parczewski,"Podedwórze, gm.",1940,1558,42.49,662
2007,061306,parczewski,"Siemień, gm.",5021,3989,44.25,1765
2007,061307,parczewski,"Sosnowica, gm.",2814,2263,39.86,900
2007,061401,puławski,"Puławy, m.",50812,41270,59.07,24368
2007,061402,puławski,"Baranów, gm.",4296,3420,45.73,1564
2007,061403,puławski,"Janowiec, gm.",3689,2951,47.68,1407
2007,061404,puławski,"Kazimierz Dolny, gm.",7215,5918,46.62,2759
2007,061405,puławski,"Końskowola, gm.",9184,7271,48.32,3512
2007,061406,puławski,"Kurów, gm.",7995,6344,46.14,2927
2007,061407,puławski,"Markuszów, gm.",3098,2428,49.79,1207
2007,061408,puławski,"Nałęczów, gm.",9565,8252,53.47,4412
2007,061409,puławski,"Puławy, gm.",11501,9014,46.14,4159
2007,061410,puławski,"Wąwolnica, gm.",4883,3872,44.19,1711
2007,061411,puławski,"Żyrzyn, gm.",6731,5232,48.22,2522
2007,061501,radzyński,"Radzyń Podlaski, m.",16704,13367,55.83,7463
2007,061502,radzyński,"Borki, gm.",6408,4878,43.15,2105
2007,061503,radzyński,"Czemierniki, gm.",4769,3719,53.35,1984
2007,061504,radzyński,"Kąkolewnica, gm.",8832,6644,46.64,3098
2007,061505,radzyński,"Komarówka Podlaska, gm.",5036,3915,46.97,1839
2007,061506,radzyński,"Radzyń Podlaski, gm.",8230,6218,46.16,2870
2007,061507,radzyński,"Ulan-Majorat, gm.",6353,4679,49.73,2326
2007,061508,radzyński,"Wohyń, gm.",7388,5886,43.32,2546
2007,061601,rycki,"Dęblin, m.",17958,14423,53.89,7772
2007,061602,rycki,"Kłoczew, gm.",7785,5892,47.20,2781
2007,061603,rycki,"Nowodwór, gm.",4425,3287,46.21,1519
2007,061604,rycki,"Ryki, gm.",21508,16914,51.73,8749
2007,061605,rycki,"Stężyca, gm.",5643,4494,49.02,2203
2007,061606,rycki,"Ułęż, gm.",3618,2930,48.91,1433
2007,061701,świdnicki,"Świdnik, m.",40544,33322,57.85,19276
2007,061702,świdnicki,"Mełgiew, gm.",8303,6453,46.21,2981
2007,061703,świdnicki,"Piaski, gm.",10770,8618,43.53,3751
2007,061704,świdnicki,"Rybczewice, gm.",3955,3229,40.72,1315
2007,061705,świdnicki,"Trawniki, gm.",9438,7333,36.70,2690
2007,061801,tomaszowski,"Tomaszów Lubelski, m.",21045,16997,52.04,8846
2007,061802,tomaszowski,"Bełżec, gm.",3594,2768,43.42,1200
2007,061803,tomaszowski,"Jarczów, gm.",3846,2995,41.30,1237
2007,061804,tomaszowski,"Krynice, gm.",3708,2951,43.44,1282
2007,061805,tomaszowski,"Lubycza Królewska, gm.",6963,5324,33.47,1782
2007,061806,tomaszowski,"Łaszczów, gm.",6836,5440,40.55,2206
2007,061807,tomaszowski,"Rachanie, gm.",5887,4706,40.35,1898
2007,061808,tomaszowski,"Susiec, gm.",8160,6372,42.64,2717
2007,061809,tomaszowski,"Tarnawatka, gm.",4266,3219,41.22,1327
2007,061810,tomaszowski,"Telatyn, gm.",4719,3676,44.61,1639
2007,061811,tomaszowski,"Tomaszów Lubelski, gm.",11133,8490,41.21,3499
2007,061812,tomaszowski,"Tyszowce, gm.",6470,5078,36.90,1874
2007,061813,tomaszowski,"Ulhówek, gm.",5493,4295,34.53,1483
2007,061901,włodawski,"Włodawa, m.",14104,11990,49.52,5938
2007,061902,włodawski,"Hanna, gm.",3449,2723,41.42,1128
2007,061903,włodawski,"Hańsk, gm.",4125,3130,37.89,1186
2007,061904,włodawski,"Stary Brus, gm.",2313,1800,41.22,742
2007,061905,włodawski,"Urszulin, gm.",4312,3303,45.81,1513
2007,061906,włodawski,"Włodawa, gm.",6064,4755,42.75,2033
2007,061907,włodawski,"Wola Uhruska, gm.",4244,3385,39.50,1337
2007,061908,włodawski,"Wyryki, gm.",2915,2325,39.57,920
2007,062001,zamojski,"Adamów, gm.",5112,3981,42.63,1697
2007,062002,zamojski,"Grabowiec, gm.",4768,3792,36.10,1369
2007,062003,zamojski,"Komarów-Osada, gm.",5643,4453,51.45,2291
2007,062004,zamojski,"Krasnobród, gm.",7429,5703,49.43,2819
2007,062005,zamojski,"Łabunie, gm.",6411,4853,50.55,2453
2007,062006,zamojski,"Miączyn, gm.",6466,4941,37.32,1844
2007,062007,zamojski,"Nielisz, gm.",6199,4894,37.52,1836
2007,062008,zamojski,"Radecznica, gm.",6339,5447,40.92,2229
2007,062009,zamojski,"Sitno, gm.",7069,5448,46.38,2527
2007,062010,zamojski,"Skierbieszów, gm.",5763,4555,42.13,1919
2007,062011,zamojski,"Stary Zamość, gm.",5567,4336,47.53,2061
2007,062012,zamojski,"Sułów, gm.",5218,4172,38.69,1614
2007,062013,zamojski,"Szczebrzeszyn, gm.",12280,9679,42.92,4154
2007,062014,zamojski,"Zamość, gm.",21177,16165,47.58,7692
2007,062015,zamojski,"Zwierzyniec, gm.",7301,5773,42.14,2433
2007,066101,Biała Podlaska,"Biała Podlaska, m.",57288,45385,56.87,25794
2007,066201,Chełm,"Chełm, m.",67508,55730,52.40,29194
2007,066301,Lublin,"Lublin, m.",333944,280040,62.84,175867
2007,066401,Zamość,"Zamość, m.",66302,53902,54.14,29172
2007,080101,gorzowski,"Kostrzyn nad Odrą, m.",17724,13957,50.52,7051
2007,080102,gorzowski,"Bogdaniec, gm.",6634,5131,45.06,2311
2007,080103,gorzowski,"Deszczno, gm.",7623,5864,44.83,2629
2007,080104,gorzowski,"Kłodawa, gm.",6351,5016,53.55,2686
2007,080105,gorzowski,"Lubiszyn, gm.",6846,5296,41.82,2215
2007,080106,gorzowski,"Santok, gm.",7565,5802,42.66,2475
2007,080107,gorzowski,"Witnica, gm.",13068,9924,44.26,4391
2007,080201,krośnieński,"Gubin, m.",17113,13525,49.58,6706
2007,080202,krośnieński,"Bobrowice, gm.",3249,2574,41.14,1059
2007,080203,krośnieński,"Bytnica, gm.",2687,2091,37.25,779
2007,080204,krośnieński,"Dąbie, gm.",5179,3941,40.98,1615
2007,080205,krośnieński,"Gubin, gm.",7491,5679,38.14,2166
2007,080206,krośnieński,"Krosno Odrzańskie, gm.",18678,14998,49.92,7486
2007,080207,krośnieński,"Maszewo, gm.",3043,2340,28.76,673
2007,080301,międzyrzecki,"Bledzew, gm.",4794,3755,37.68,1415
2007,080302,międzyrzecki,"Międzyrzecz, gm.",24805,20508,52.00,10655
2007,080303,międzyrzecki,"Przytoczna, gm.",5819,4599,43.36,1994
2007,080304,międzyrzecki,"Pszczew, gm.",4240,3317,43.93,1455
2007,080305,międzyrzecki,"Skwierzyna, gm.",12576,10052,49.80,5006
2007,080306,międzyrzecki,"Trzciel, gm.",6532,5145,46.47,2390
2007,080401,nowosolski,"Nowa Sól, m.",40346,32965,53.66,17679
2007,080402,nowosolski,"Bytom Odrzański, gm.",5420,4184,45.96,1923
2007,080403,nowosolski,"Kolsko, gm.",3336,2545,41.96,1068
2007,080404,nowosolski,"Kożuchów, gm.",16278,12614,43.20,5447
2007,080405,nowosolski,"Nowa Sól, gm.",6647,5131,43.79,2247
2007,080406,nowosolski,"Nowe Miasteczko, gm.",5606,4340,45.02,1954
2007,080407,nowosolski,"Otyń, gm.",6266,4583,45.47,2084
2007,080408,nowosolski,"Siedlisko, gm.",3547,2639,41.87,1105
2007,080501,słubicki,"Cybinka, gm.",6988,5351,39.39,2108
2007,080502,słubicki,"Górzyca, gm.",4181,3143,43.88,1379
2007,080503,słubicki,"Ośno Lubuskie, gm.",6475,4983,45.66,2275
2007,080504,słubicki,"Rzepin, gm.",10015,7680,46.91,3602
2007,080505,słubicki,"Słubice, gm.",18995,15394,55.25,8496
2007,080601,strzelecko-drezdenecki,"Dobiegniew, gm.",7192,5681,39.76,2259
2007,080602,strzelecko-drezdenecki,"Drezdenko, gm.",17657,13892,46.83,6495
2007,080603,strzelecko-drezdenecki,"Stare Kurowo, gm.",4250,3301,43.71,1443
2007,080604,strzelecko-drezdenecki,"Strzelce Krajeńskie, gm.",17666,13961,44.07,6152
2007,080605,strzelecko-drezdenecki,"Zwierzyn, gm.",4382,3337,42.91,1432
2007,080701,sulęciński,"Krzeszyce, gm.",4599,3608,41.74,1506
2007,080702,sulęciński,"Lubniewice, gm.",3144,2504,45.97,1150
2007,080703,sulęciński,"Słońsk, gm.",4870,4116,45.53,1874
2007,080704,sulęciński,"Sulęcin, gm.",16175,12717,48.33,6145
2007,080705,sulęciński,"Torzym, gm.",7006,5544,39.75,2203
2007,080801,świebodziński,"Lubrza, gm.",3387,2601,41.52,1080
2007,080802,świebodziński,"Łagów, gm.",5362,4200,43.24,1816
2007,080803,świebodziński,"Skąpe, gm.",5060,4081,42.71,1741
2007,080804,świebodziński,"Szczaniec, gm.",4003,3060,42.55,1302
2007,080805,świebodziński,"Świebodzin, gm.",29922,23762,51.31,12188
2007,080806,świebodziński,"Zbąszynek, gm.",8386,6532,49.76,3250
2007,080901,zielonogórski,"Babimost, gm.",6262,4905,51.07,2504
2007,080902,zielonogórski,"Bojadła, gm.",3393,2664,42.49,1132
2007,080903,zielonogórski,"Czerwieńsk, gm.",9461,7555,48.25,3645
2007,080904,zielonogórski,"Kargowa, gm.",5760,4503,42.50,1914
2007,080905,zielonogórski,"Nowogród Bobrzański, gm.",9415,7775,46.34,3603
2007,080906,zielonogórski,"Sulechów, gm.",26192,20857,50.86,10604
2007,080907,zielonogórski,"Świdnica, gm.",5677,4450,55.15,2453
2007,080908,zielonogórski,"Trzebiechów, gm.",3277,2528,34.69,877
2007,080909,zielonogórski,"Zabór, gm.",3464,2691,48.20,1297
2007,080910,zielonogórski,"Zielona Góra, gm.",16312,12579,57.01,7168
2007,081001,żagański,"Gozdnica, m.",3539,2781,38.66,1075
2007,081002,żagański,"Żagań, m.",26723,21834,53.05,11583
2007,081003,żagański,"Brzeźnica, gm.",3907,2912,40.28,1173
2007,081004,żagański,"Iłowa, gm.",7239,5770,42.39,2446
2007,081005,żagański,"Małomice, gm.",5520,4432,42.58,1887
2007,081006,żagański,"Niegosławice, gm.",4768,3622,35.97,1303
2007,081007,żagański,"Szprotawa, gm.",22122,17347,42.39,7354
2007,081008,żagański,"Wymiarki, gm.",2545,1983,38.63,766
2007,081009,żagański,"Żagań, gm.",7061,5392,40.17,2165
2007,081101,żarski,"Łęknica, m.",2656,1992,48.19,960
2007,081102,żarski,"Żary, m.",39271,31478,53.26,16760
2007,081103,żarski,"Brody, gm.",3585,2726,39.03,1064
2007,081104,żarski,"Jasień, gm.",7394,5743,40.62,2331
2007,081105,żarski,"Lipinki Łużyckie, gm.",3271,2565,40.23,1031
2007,081106,żarski,"Lubsko, gm.",19862,15816,44.18,6986
2007,081107,żarski,"Przewóz, gm.",3314,2536,39.20,994
2007,081108,żarski,"Trzebiel, gm.",5923,4588,39.93,1832
2007,081109,żarski,"Tuplice, gm.",3305,2604,41.40,1077
2007,081110,żarski,"Żary, gm.",11806,9036,42.01,3795
2007,081201,wschowski,"Sława, gm.",12160,9401,45.90,4315
2007,081202,wschowski,"Szlichtyngowa, gm.",5167,3856,43.13,1662
2007,081203,wschowski,"Wschowa, gm.",21746,16925,48.94,8277
2007,086101,Gorzów Wielkopolski,"Gorzów Wielkopolski, m.",121592,99763,56.68,56516
2007,086201,Zielona Góra,"Zielona Góra, m.",112978,93918,64.22,60258
2007,100101,bełchatowski,"Bełchatów, m.",61833,49851,56.17,27979
2007,100102,bełchatowski,"Bełchatów, gm.",9442,7519,48.73,3663
2007,100103,bełchatowski,"Drużbice, gm.",4977,3995,42.43,1695
2007,100104,bełchatowski,"Kleszczów, gm.",4499,3360,49.79,1672
2007,100105,bełchatowski,"Kluki, gm.",4074,3164,42.51,1345
2007,100106,bełchatowski,"Rusiec, gm.",5226,4167,47.90,1993
2007,100107,bełchatowski,"Szczerców, gm.",7802,6060,46.63,2826
2007,100108,bełchatowski,"Zelów, gm.",15336,12184,46.77,5697
2007,100201,kutnowski,"Kutno, m.",47649,39714,53.35,21188
2007,100202,kutnowski,"Bedlno, gm.",6204,5001,42.23,2112
2007,100203,kutnowski,"Dąbrowice, gm.",2120,1646,35.97,592
2007,100204,kutnowski,"Krośniewice, gm.",9190,7424,37.68,2795
2007,100205,kutnowski,"Krzyżanów, gm.",4570,3595,39.67,1425
2007,100206,kutnowski,"Kutno, gm.",8431,6698,42.52,2848
2007,100207,kutnowski,"Łanięta, gm.",2662,2021,35.03,708
2007,100208,kutnowski,"Nowe Ostrowy, gm.",3913,3128,37.18,1163
2007,100209,kutnowski,"Oporów, gm.",2796,2235,42.46,949
2007,100210,kutnowski,"Strzelce, gm.",4205,3316,40.95,1358
2007,100211,kutnowski,"Żychlin, gm.",13297,10985,43.14,4738
2007,100301,łaski,"Buczek, gm.",4960,3924,42.79,1678
2007,100302,łaski,"Łask, gm.",28548,23071,51.46,11870
2007,100303,łaski,"Sędziejowice, gm.",6433,5095,43.06,2194
2007,100304,łaski,"Widawa, gm.",7990,6433,41.16,2647
2007,100305,łaski,"Wodzierady, gm.",3063,2478,44.51,1103
2007,100401,łęczycki,"Łęczyca, m.",15630,12676,52.43,6646
2007,100402,łęczycki,"Daszyna, gm.",4349,3494,34.09,1191
2007,100403,łęczycki,"Góra Świętej Małgorzaty, gm.",4630,3640,38.19,1390
2007,100404,łęczycki,"Grabów, gm.",6564,5182,36.84,1909
2007,100405,łęczycki,"Łęczyca, gm.",8865,7603,41.67,3165
2007,100406,łęczycki,"Piątek, gm.",6579,5231,41.87,2190
2007,100407,łęczycki,"Świnice Warckie, gm.",4174,3299,41.77,1376
2007,100408,łęczycki,"Witonia, gm.",3589,2868,35.74,1025
2007,100501,łowicki,"Łowicz, m.",30296,25640,55.11,14121
2007,100502,łowicki,"Bielawy, gm.",6011,4812,41.04,1974
2007,100503,łowicki,"Chąśno, gm.",3251,2511,45.84,1151
2007,100504,łowicki,"Domaniewice, gm.",4701,3759,44.45,1671
2007,100505,łowicki,"Kiernozia, gm.",3736,3013,43.21,1296
2007,100506,łowicki,"Kocierzew Południowy, gm.",4654,3575,51.27,1833
2007,100507,łowicki,"Łowicz, gm.",7507,5802,46.66,2706
2007,100508,łowicki,"Łyszkowice, gm.",6935,5375,38.03,2039
2007,100509,łowicki,"Nieborów, gm.",9524,7597,47.02,3572
2007,100510,łowicki,"Zduny, gm.",6150,4988,47.09,2346
2007,100602,łódzki wschodni,"Andrespol, gm.",11677,9385,58.96,5532
2007,100603,łódzki wschodni,"Brójce, gm.",5540,4347,52.52,2281
2007,100607,łódzki wschodni,"Koluszki, gm.",23027,18754,56.00,10491
2007,100608,łódzki wschodni,"Nowosolna, gm.",3512,2908,59.49,1729
2007,100610,łódzki wschodni,"Rzgów, gm.",8846,7122,57.78,4115
2007,100611,łódzki wschodni,"Tuszyn, gm.",11634,9750,50.28,4902
2007,100701,opoczyński,"Białaczów, gm.",6151,4738,40.14,1902
2007,100702,opoczyński,"Drzewica, gm.",11340,8831,53.71,4742
2007,100703,opoczyński,"Mniszków, gm.",4785,3753,44.95,1687
2007,100704,opoczyński,"Opoczno, gm.",36193,28136,53.90,15159
2007,100705,opoczyński,"Paradyż, gm.",4619,3501,49.76,1741
2007,100706,opoczyński,"Poświętne, gm.",3472,2753,52.05,1433
2007,100707,opoczyński,"Sławno, gm.",7798,5789,50.60,2929
2007,100708,opoczyński,"Żarnów, gm.",6384,5056,42.09,2128
2007,100801,pabianicki,"Konstantynów Łódzki, m.",17388,14437,55.62,8027
2007,100802,pabianicki,"Pabianice, m.",69889,58423,58.73,34259
2007,100803,pabianicki,"Dłutów, gm.",4144,3338,47.60,1588
2007,100804,pabianicki,"Dobroń, gm.",6797,5403,53.58,2895
2007,100805,pabianicki,"Ksawerów, gm.",7133,5798,57.42,3329
2007,100806,pabianicki,"Lutomiersk, gm.",6940,5636,47.27,2664
2007,100807,pabianicki,"Pabianice, gm.",5623,4527,57.72,2613
2007,100901,pajęczański,"Działoszyn, gm.",13209,10301,43.98,4528
2007,100902,pajęczański,"Kiełczygłów, gm.",4434,3549,40.77,1447
2007,100903,pajęczański,"Nowa Brzeźnica, gm.",4991,3982,40.86,1627
2007,100904,pajęczański,"Pajęczno, gm.",11954,9528,44.16,4206
2007,100905,pajęczański,"Rząśnia, gm.",4902,3774,42.61,1608
2007,100906,pajęczański,"Siemkowice, gm.",5103,3959,37.69,1492
2007,100907,pajęczański,"Strzelce Wielkie, gm.",4917,3906,40.17,1569
2007,100908,pajęczański,"Sulmierzyce, gm.",4677,3760,45.59,1714
2007,101001,piotrkowski,"Aleksandrów, gm.",4620,3763,38.69,1456
2007,101002,piotrkowski,"Czarnocin, gm.",4054,3208,48.60,1559
2007,101003,piotrkowski,"Gorzkowice, gm.",8816,6769,42.10,2850
2007,101004,piotrkowski,"Grabica, gm.",6066,4730,46.47,2195
2007,101005,piotrkowski,"Łęki Szlacheckie, gm.",3786,2941,37.81,1112
2007,101006,piotrkowski,"Moszczenica, gm.",12912,9956,50.79,5057
2007,101007,piotrkowski,"Ręczno, gm.",3871,3094,44.34,1372
2007,101008,piotrkowski,"Rozprza, gm.",12183,9324,41.01,3819
2007,101009,piotrkowski,"Sulejów, gm.",15747,12211,49.14,6000
2007,101010,piotrkowski,"Wola Krzysztoporska, gm.",11651,8988,48.68,4374
2007,101011,piotrkowski,"Wolbórz, gm.",7672,6189,54.60,3378
2007,101101,poddębicki,"Dalików, gm.",3726,2978,44.53,1326
2007,101102,poddębicki,"Pęczniew, gm.",3755,2950,42.44,1252
2007,101103,poddębicki,"Poddębice, gm.",16011,12950,45.34,5871
2007,101104,poddębicki,"Uniejów, gm.",7497,6105,47.13,2874
2007,101105,poddębicki,"Wartkowice, gm.",6502,5097,35.63,1816
2007,101106,poddębicki,"Zadzim, gm.",5395,4384,44.41,1947
2007,101201,radomszczański,"Radomsko, m.",49334,39916,50.53,20163
2007,101202,radomszczański,"Dobryszyce, gm.",4206,3221,43.93,1415
2007,101203,radomszczański,"Gidle, gm.",6682,5330,38.89,2072
2007,101204,radomszczański,"Gomunice, gm.",6005,4678,47.03,2200
2007,101205,radomszczański,"Kamieńsk, gm.",6104,4760,46.87,2229
2007,101206,radomszczański,"Kobiele Wielkie, gm.",4530,3540,35.40,1253
2007,101207,radomszczański,"Kodrąb, gm.",4869,3826,37.77,1445
2007,101208,radomszczański,"Lgota Wielka, gm.",4521,3448,41.18,1420
2007,101209,radomszczański,"Ładzice, gm.",4967,3842,33.55,1289
2007,101210,radomszczański,"Masłowice, gm.",4479,3563,37.95,1352
2007,101211,radomszczański,"Przedbórz, gm.",7988,6170,40.73,2511
2007,101212,radomszczański,"Radomsko, gm.",5704,4438,42.90,1903
2007,101213,radomszczański,"Wielgomłyny, gm.",5081,3972,35.62,1415
2007,101214,radomszczański,"Żytno, gm.",5776,4665,34.92,1627
2007,101301,rawski,"Rawa Mazowiecka, m.",18183,14722,54.88,8080
2007,101302,rawski,"Biała Rawska, gm.",11966,9335,44.17,4123
2007,101303,rawski,"Cielądz, gm.",4135,3271,41.67,1363
2007,101304,rawski,"Rawa Mazowiecka, gm.",8607,6669,41.27,2749
2007,101305,rawski,"Regnów, gm.",1883,1452,46.69,678
2007,101306,rawski,"Sadkowice, gm.",5991,4648,38.86,1806
2007,101401,sieradzki,"Sieradz, m.",44857,37112,57.36,21279
2007,101402,sieradzki,"Błaszki, gm.",15386,11928,44.50,5305
2007,101403,sieradzki,"Brąszewice, gm.",4510,3349,44.13,1477
2007,101404,sieradzki,"Brzeźnio, gm.",6393,4962,45.65,2264
2007,101405,sieradzki,"Burzenin, gm.",5745,4504,42.72,1922
2007,101406,sieradzki,"Goszczanów, gm.",5867,4474,36.39,1627
2007,101407,sieradzki,"Klonowa, gm.",3127,2388,39.41,940
2007,101408,sieradzki,"Sieradz, gm.",9966,7572,46.18,3497
2007,101409,sieradzki,"Warta, gm.",13298,10607,46.06,4886
2007,101410,sieradzki,"Wróblew, gm.",6278,4912,41.33,2030
2007,101411,sieradzki,"Złoczew, gm.",7559,5811,43.50,2524
2007,101501,skierniewicki,"Bolimów, gm.",4077,3254,47.14,1533
2007,101502,skierniewicki,"Głuchów, gm.",6207,4792,62.75,3006
2007,101503,skierniewicki,"Godzianów, gm.",2736,2079,48.63,1011
2007,101504,skierniewicki,"Kowiesy, gm.",3071,2450,42.37,1038
2007,101505,skierniewicki,"Lipce Reymontowskie, gm.",3361,2660,45.26,1204
2007,101506,skierniewicki,"Maków, gm.",6016,4710,46.45,2188
2007,101507,skierniewicki,"Nowy Kawęczyn, gm.",3306,2603,43.68,1137
2007,101508,skierniewicki,"Skierniewice, gm.",6873,5406,44.36,2397
2007,101509,skierniewicki,"Słupia, gm.",2716,2103,47.84,1006
2007,101601,tomaszowski,"Tomaszów Mazowiecki, m.",66927,54339,55.02,29882
2007,101602,tomaszowski,"Będków, gm.",3540,2777,48.40,1344
2007,101603,tomaszowski,"Budziszewice, gm.",2255,1797,48.53,872
2007,101604,tomaszowski,"Czerniewice, gm.",5315,4159,43.71,1818
2007,101605,tomaszowski,"Inowłódz, gm.",3932,3222,52.79,1701
2007,101606,tomaszowski,"Lubochnia, gm.",7645,5785,49.49,2863
2007,101607,tomaszowski,"Rokiciny, gm.",5913,4786,50.67,2424
2007,101608,tomaszowski,"Rzeczyca, gm.",5140,3992,45.49,1815
2007,101609,tomaszowski,"Tomaszów Mazowiecki, gm.",10153,7987,50.64,4045
2007,101610,tomaszowski,"Ujazd, gm.",7987,6373,50.87,3242
2007,101611,tomaszowski,"Żelechlinek, gm.",3473,2745,46.85,1286
2007,101701,wieluński,"Biała, gm.",5603,4392,42.26,1856
2007,101702,wieluński,"Czarnożyły, gm.",4586,3584,42.35,1518
2007,101703,wieluński,"Konopnica, gm.",4027,3297,45.22,1491
2007,101704,wieluński,"Mokrsko, gm.",5428,4249,46.95,1995
2007,101705,wieluński,"Osjaków, gm.",4774,3782,50.53,1911
2007,101706,wieluński,"Ostrówek, gm.",4661,3691,39.58,1461
2007,101707,wieluński,"Pątnów, gm.",6552,4986,49.84,2485
