year,elections,teryt_code,powiat,gmina,surname,names,n_votes,percentage
2011,senat,020101,bolesławiecki,Miasto Bolesławiec,Dulnik,Jerzy Stanisław,423,"2,74"
2011,senat,020101,bolesławiecki,Miasto Bolesławiec,Hetel,Piotr,2 414,"15,61"
2011,senat,020101,bolesławiecki,Miasto Bolesławiec,Kulczycki,Roman Marian,2 403,"15,54"
2011,senat,020101,bolesławiecki,Miasto Bolesławiec,Michalski,Jan,4 243,"27,44"
2011,senat,020101,bolesławiecki,Miasto Bolesławiec,Stemler,Anetta Elżbieta,299,"1,93"
2011,senat,020101,bolesławiecki,Miasto Bolesławiec,Zieliński,Jerzy Andrzej,5 679,"36,73"
2011,senat,020102,bolesławiecki,Gmina Bolesławiec,Dulnik,Jerzy Stanisław,353,"8,65"
2011,senat,020102,bolesławiecki,Gmina Bolesławiec,Hetel,Piotr,431,"10,56"
2011,senat,020102,bolesławiecki,Gmina Bolesławiec,Kulczycki,Roman Marian,834,"20,43"
2011,senat,020102,bolesławiecki,Gmina Bolesławiec,Michalski,Jan,1 216,"29,78"
2011,senat,020102,bolesławiecki,Gmina Bolesławiec,Stemler,Anetta Elżbieta,108,"2,65"
2011,senat,020102,bolesławiecki,Gmina Bolesławiec,Zieliński,Jerzy Andrzej,1 141,"27,95"
2011,senat,020103,bolesławiecki,Gmina Gromadka,Dulnik,Jerzy Stanisław,194,"11,36"
2011,senat,020103,bolesławiecki,Gmina Gromadka,Hetel,Piotr,166,"9,72"
2011,senat,020103,bolesławiecki,Gmina Gromadka,Kulczycki,Roman Marian,488,"28,57"
2011,senat,020103,bolesławiecki,Gmina Gromadka,Michalski,Jan,468,"27,40"
2011,senat,020103,bolesławiecki,Gmina Gromadka,Stemler,Anetta Elżbieta,55,"3,22"
2011,senat,020103,bolesławiecki,Gmina Gromadka,Zieliński,Jerzy Andrzej,337,"19,73"
2011,senat,020104,bolesławiecki,Gmina Nowogrodziec,Dulnik,Jerzy Stanisław,421,"11,22"
2011,senat,020104,bolesławiecki,Gmina Nowogrodziec,Hetel,Piotr,332,"8,85"
2011,senat,020104,bolesławiecki,Gmina Nowogrodziec,Kulczycki,Roman Marian,837,"22,31"
2011,senat,020104,bolesławiecki,Gmina Nowogrodziec,Michalski,Jan,1 045,"27,85"
2011,senat,020104,bolesławiecki,Gmina Nowogrodziec,Stemler,Anetta Elżbieta,103,"2,75"
2011,senat,020104,bolesławiecki,Gmina Nowogrodziec,Zieliński,Jerzy Andrzej,1 014,"27,03"
2011,senat,020105,bolesławiecki,Gmina Osiecznica,Dulnik,Jerzy Stanisław,108,"5,56"
2011,senat,020105,bolesławiecki,Gmina Osiecznica,Hetel,Piotr,238,"12,24"
2011,senat,020105,bolesławiecki,Gmina Osiecznica,Kulczycki,Roman Marian,351,"18,06"
2011,senat,020105,bolesławiecki,Gmina Osiecznica,Michalski,Jan,616,"31,69"
2011,senat,020105,bolesławiecki,Gmina Osiecznica,Stemler,Anetta Elżbieta,61,"3,14"
2011,senat,020105,bolesławiecki,Gmina Osiecznica,Zieliński,Jerzy Andrzej,570,"29,32"
2011,senat,020106,bolesławiecki,Gmina Warta Bolesławiecka,Dulnik,Jerzy Stanisław,214,"9,35"
2011,senat,020106,bolesławiecki,Gmina Warta Bolesławiecka,Hetel,Piotr,241,"10,53"
2011,senat,020106,bolesławiecki,Gmina Warta Bolesławiecka,Kulczycki,Roman Marian,565,"24,68"
2011,senat,020106,bolesławiecki,Gmina Warta Bolesławiecka,Michalski,Jan,748,"32,68"
2011,senat,020106,bolesławiecki,Gmina Warta Bolesławiecka,Stemler,Anetta Elżbieta,77,"3,36"
2011,senat,020106,bolesławiecki,Gmina Warta Bolesławiecka,Zieliński,Jerzy Andrzej,444,"19,40"
2011,senat,020201,dzierżoniowski,Miasto Bielawa,Jurcewicz,Stanisław,5 151,"47,72"
2011,senat,020201,dzierżoniowski,Miasto Bielawa,Makarczyk,Jerzy Michał,1 736,"16,08"
2011,senat,020201,dzierżoniowski,Miasto Bielawa,Niedzielski,Aleksander,1 194,"11,06"
2011,senat,020201,dzierżoniowski,Miasto Bielawa,Urbanowski,Henryk Czesław,2 336,"21,64"
2011,senat,020201,dzierżoniowski,Miasto Bielawa,Wijatyk,Bogusław Grzegorz,378,"3,50"
2011,senat,020202,dzierżoniowski,Miasto Dzierżoniów,Jurcewicz,Stanisław,6 546,"48,87"
2011,senat,020202,dzierżoniowski,Miasto Dzierżoniów,Makarczyk,Jerzy Michał,2 053,"15,33"
2011,senat,020202,dzierżoniowski,Miasto Dzierżoniów,Niedzielski,Aleksander,1 424,"10,63"
2011,senat,020202,dzierżoniowski,Miasto Dzierżoniów,Urbanowski,Henryk Czesław,2 915,"21,76"
2011,senat,020202,dzierżoniowski,Miasto Dzierżoniów,Wijatyk,Bogusław Grzegorz,458,"3,42"
2011,senat,020203,dzierżoniowski,Miasto Pieszyce,Jurcewicz,Stanisław,1 351,"44,68"
2011,senat,020203,dzierżoniowski,Miasto Pieszyce,Makarczyk,Jerzy Michał,479,"15,84"
2011,senat,020203,dzierżoniowski,Miasto Pieszyce,Niedzielski,Aleksander,268,"8,86"
2011,senat,020203,dzierżoniowski,Miasto Pieszyce,Urbanowski,Henryk Czesław,720,"23,81"
2011,senat,020203,dzierżoniowski,Miasto Pieszyce,Wijatyk,Bogusław Grzegorz,206,"6,81"
2011,senat,020204,dzierżoniowski,Miasto Piława Górna,Jurcewicz,Stanisław,943,"47,32"
2011,senat,020204,dzierżoniowski,Miasto Piława Górna,Makarczyk,Jerzy Michał,314,"15,76"
2011,senat,020204,dzierżoniowski,Miasto Piława Górna,Niedzielski,Aleksander,152,"7,63"
2011,senat,020204,dzierżoniowski,Miasto Piława Górna,Urbanowski,Henryk Czesław,470,"23,58"
2011,senat,020204,dzierżoniowski,Miasto Piława Górna,Wijatyk,Bogusław Grzegorz,114,"5,72"
2011,senat,020205,dzierżoniowski,Gmina Dzierżoniów,Jurcewicz,Stanisław,1 247,"41,41"
2011,senat,020205,dzierżoniowski,Gmina Dzierżoniów,Makarczyk,Jerzy Michał,438,"14,55"
2011,senat,020205,dzierżoniowski,Gmina Dzierżoniów,Niedzielski,Aleksander,275,"9,13"
2011,senat,020205,dzierżoniowski,Gmina Dzierżoniów,Urbanowski,Henryk Czesław,768,"25,51"
2011,senat,020205,dzierżoniowski,Gmina Dzierżoniów,Wijatyk,Bogusław Grzegorz,283,"9,40"
2011,senat,020206,dzierżoniowski,Gmina Łagiewniki,Jurcewicz,Stanisław,892,"39,24"
2011,senat,020206,dzierżoniowski,Gmina Łagiewniki,Makarczyk,Jerzy Michał,422,"18,57"
2011,senat,020206,dzierżoniowski,Gmina Łagiewniki,Niedzielski,Aleksander,199,"8,75"
2011,senat,020206,dzierżoniowski,Gmina Łagiewniki,Urbanowski,Henryk Czesław,537,"23,63"
2011,senat,020206,dzierżoniowski,Gmina Łagiewniki,Wijatyk,Bogusław Grzegorz,223,"9,81"
2011,senat,020207,dzierżoniowski,Gmina Niemcza,Jurcewicz,Stanisław,833,"45,15"
2011,senat,020207,dzierżoniowski,Gmina Niemcza,Makarczyk,Jerzy Michał,255,"13,82"
2011,senat,020207,dzierżoniowski,Gmina Niemcza,Niedzielski,Aleksander,229,"12,41"
2011,senat,020207,dzierżoniowski,Gmina Niemcza,Urbanowski,Henryk Czesław,411,"22,28"
2011,senat,020207,dzierżoniowski,Gmina Niemcza,Wijatyk,Bogusław Grzegorz,117,"6,34"
2011,senat,020301,głogowski,Miasto Głogów,Czudowska,Dorota,7 646,"27,79"
2011,senat,020301,głogowski,Miasto Głogów,Demecki,Wacław,1 239,"4,50"
2011,senat,020301,głogowski,Miasto Głogów,Głomb,Jacek Kazimierz,8 771,"31,88"
2011,senat,020301,głogowski,Miasto Głogów,Mielnikiewicz,Zenona Krystyna,4 162,"15,13"
2011,senat,020301,głogowski,Miasto Głogów,Myrda,Adam Stanisław,5 692,"20,69"
2011,senat,020302,głogowski,Gmina Głogów,Czudowska,Dorota,755,"33,56"
2011,senat,020302,głogowski,Gmina Głogów,Demecki,Wacław,183,"8,13"
2011,senat,020302,głogowski,Gmina Głogów,Głomb,Jacek Kazimierz,631,"28,04"
2011,senat,020302,głogowski,Gmina Głogów,Mielnikiewicz,Zenona Krystyna,282,"12,53"
2011,senat,020302,głogowski,Gmina Głogów,Myrda,Adam Stanisław,399,"17,73"
2011,senat,020303,głogowski,Gmina Jerzmanowa,Czudowska,Dorota,472,"30,65"
2011,senat,020303,głogowski,Gmina Jerzmanowa,Demecki,Wacław,132,"8,57"
2011,senat,020303,głogowski,Gmina Jerzmanowa,Głomb,Jacek Kazimierz,423,"27,47"
2011,senat,020303,głogowski,Gmina Jerzmanowa,Mielnikiewicz,Zenona Krystyna,233,"15,13"
2011,senat,020303,głogowski,Gmina Jerzmanowa,Myrda,Adam Stanisław,280,"18,18"
2011,senat,020304,głogowski,Gmina Kotla,Czudowska,Dorota,360,"30,93"
2011,senat,020304,głogowski,Gmina Kotla,Demecki,Wacław,111,"9,54"
2011,senat,020304,głogowski,Gmina Kotla,Głomb,Jacek Kazimierz,352,"30,24"
2011,senat,020304,głogowski,Gmina Kotla,Mielnikiewicz,Zenona Krystyna,155,"13,32"
2011,senat,020304,głogowski,Gmina Kotla,Myrda,Adam Stanisław,186,"15,98"
2011,senat,020305,głogowski,Gmina Pęcław,Czudowska,Dorota,215,"33,49"
2011,senat,020305,głogowski,Gmina Pęcław,Demecki,Wacław,67,"10,44"
2011,senat,020305,głogowski,Gmina Pęcław,Głomb,Jacek Kazimierz,212,"33,02"
2011,senat,020305,głogowski,Gmina Pęcław,Mielnikiewicz,Zenona Krystyna,74,"11,53"
2011,senat,020305,głogowski,Gmina Pęcław,Myrda,Adam Stanisław,74,"11,53"
2011,senat,020306,głogowski,Gmina Żukowice,Czudowska,Dorota,306,"30,39"
2011,senat,020306,głogowski,Gmina Żukowice,Demecki,Wacław,155,"15,39"
2011,senat,020306,głogowski,Gmina Żukowice,Głomb,Jacek Kazimierz,265,"26,32"
2011,senat,020306,głogowski,Gmina Żukowice,Mielnikiewicz,Zenona Krystyna,146,"14,50"
2011,senat,020306,głogowski,Gmina Żukowice,Myrda,Adam Stanisław,135,"13,41"
2011,senat,020401,górowski,Gmina Góra,Chmurzyński,Piotr Michał,159,"2,69"
2011,senat,020401,górowski,Gmina Góra,Czartoryski,Tytus Henryk,1 238,"20,95"
2011,senat,020401,górowski,Gmina Góra,Duda,Jarosław,2 375,"40,20"
2011,senat,020401,górowski,Gmina Góra,Misiak,Tomasz Wojciech,924,"15,64"
2011,senat,020401,górowski,Gmina Góra,Orłowska-Sondej,Grażyna Elżbieta,1 212,"20,51"
2011,senat,020402,górowski,Gmina Jemielno,Chmurzyński,Piotr Michał,23,"3,05"
2011,senat,020402,górowski,Gmina Jemielno,Czartoryski,Tytus Henryk,169,"22,41"
2011,senat,020402,górowski,Gmina Jemielno,Duda,Jarosław,243,"32,23"
2011,senat,020402,górowski,Gmina Jemielno,Misiak,Tomasz Wojciech,112,"14,85"
2011,senat,020402,górowski,Gmina Jemielno,Orłowska-Sondej,Grażyna Elżbieta,207,"27,45"
2011,senat,020403,górowski,Gmina Niechlów,Chmurzyński,Piotr Michał,29,"2,41"
2011,senat,020403,górowski,Gmina Niechlów,Czartoryski,Tytus Henryk,281,"23,32"
2011,senat,020403,górowski,Gmina Niechlów,Duda,Jarosław,396,"32,86"
2011,senat,020403,górowski,Gmina Niechlów,Misiak,Tomasz Wojciech,156,"12,95"
2011,senat,020403,górowski,Gmina Niechlów,Orłowska-Sondej,Grażyna Elżbieta,343,"28,46"
2011,senat,020404,górowski,Gmina Wąsosz,Chmurzyński,Piotr Michał,62,"3,24"
2011,senat,020404,górowski,Gmina Wąsosz,Czartoryski,Tytus Henryk,417,"21,78"
2011,senat,020404,górowski,Gmina Wąsosz,Duda,Jarosław,616,"32,17"
2011,senat,020404,górowski,Gmina Wąsosz,Misiak,Tomasz Wojciech,359,"18,75"
2011,senat,020404,górowski,Gmina Wąsosz,Orłowska-Sondej,Grażyna Elżbieta,461,"24,07"
2011,senat,020501,jaworski,Miasto Jawor,Baćko,Sylwester Ryszard,224,"2,70"
2011,senat,020501,jaworski,Miasto Jawor,Chadży,Wojciech,1 040,"12,52"
2011,senat,020501,jaworski,Miasto Jawor,Lewandowski,Tadeusz Stefan,2 425,"29,19"
2011,senat,020501,jaworski,Miasto Jawor,Ładziński,"Zbigniew Stanisław , Kandydat unieważniony po wydruku kart",0,"0,00"
2011,senat,020501,jaworski,Miasto Jawor,Pinior,Józef,3 414,"41,10"
2011,senat,020501,jaworski,Miasto Jawor,Skowron,Zbigniew,1 204,"14,49"
2011,senat,020502,jaworski,Gmina Bolków,Baćko,Sylwester Ryszard,180,"5,54"
2011,senat,020502,jaworski,Gmina Bolków,Chadży,Wojciech,744,"22,89"
2011,senat,020502,jaworski,Gmina Bolków,Lewandowski,Tadeusz Stefan,739,"22,73"
2011,senat,020502,jaworski,Gmina Bolków,Ładziński,"Zbigniew Stanisław , Kandydat unieważniony po wydruku kart",0,"0,00"
2011,senat,020502,jaworski,Gmina Bolków,Pinior,Józef,1 111,"34,17"
2011,senat,020502,jaworski,Gmina Bolków,Skowron,Zbigniew,477,"14,67"
2011,senat,020503,jaworski,Gmina Męcinka,Baćko,Sylwester Ryszard,41,"3,19"
2011,senat,020503,jaworski,Gmina Męcinka,Chadży,Wojciech,143,"11,13"
2011,senat,020503,jaworski,Gmina Męcinka,Lewandowski,Tadeusz Stefan,453,"35,25"
2011,senat,020503,jaworski,Gmina Męcinka,Ładziński,"Zbigniew Stanisław , Kandydat unieważniony po wydruku kart",0,"0,00"
2011,senat,020503,jaworski,Gmina Męcinka,Pinior,Józef,330,"25,68"
2011,senat,020503,jaworski,Gmina Męcinka,Skowron,Zbigniew,318,"24,75"
2011,senat,020504,jaworski,Gmina Mściwojów,Baćko,Sylwester Ryszard,50,"4,04"
2011,senat,020504,jaworski,Gmina Mściwojów,Chadży,Wojciech,174,"14,07"
2011,senat,020504,jaworski,Gmina Mściwojów,Lewandowski,Tadeusz Stefan,283,"22,88"
2011,senat,020504,jaworski,Gmina Mściwojów,Ładziński,"Zbigniew Stanisław , Kandydat unieważniony po wydruku kart",0,"0,00"
2011,senat,020504,jaworski,Gmina Mściwojów,Pinior,Józef,396,"32,01"
2011,senat,020504,jaworski,Gmina Mściwojów,Skowron,Zbigniew,334,"27,00"
2011,senat,020505,jaworski,Gmina Paszowice,Baćko,Sylwester Ryszard,31,"2,89"
2011,senat,020505,jaworski,Gmina Paszowice,Chadży,Wojciech,118,"10,99"
2011,senat,020505,jaworski,Gmina Paszowice,Lewandowski,Tadeusz Stefan,326,"30,35"
2011,senat,020505,jaworski,Gmina Paszowice,Ładziński,"Zbigniew Stanisław , Kandydat unieważniony po wydruku kart",0,"0,00"
2011,senat,020505,jaworski,Gmina Paszowice,Pinior,Józef,341,"31,75"
2011,senat,020505,jaworski,Gmina Paszowice,Skowron,Zbigniew,258,"24,02"
2011,senat,020506,jaworski,Gmina Wądroże Wielkie,Baćko,Sylwester Ryszard,31,"2,83"
2011,senat,020506,jaworski,Gmina Wądroże Wielkie,Chadży,Wojciech,130,"11,86"
2011,senat,020506,jaworski,Gmina Wądroże Wielkie,Lewandowski,Tadeusz Stefan,268,"24,45"
2011,senat,020506,jaworski,Gmina Wądroże Wielkie,Ładziński,"Zbigniew Stanisław , Kandydat unieważniony po wydruku kart",0,"0,00"
2011,senat,020506,jaworski,Gmina Wądroże Wielkie,Pinior,Józef,336,"30,66"
2011,senat,020506,jaworski,Gmina Wądroże Wielkie,Skowron,Zbigniew,331,"30,20"
2011,senat,020601,jeleniogórski,Miasto Karpacz,Baćko,Sylwester Ryszard,75,"3,59"
2011,senat,020601,jeleniogórski,Miasto Karpacz,Chadży,Wojciech,432,"20,65"
2011,senat,020601,jeleniogórski,Miasto Karpacz,Lewandowski,Tadeusz Stefan,325,"15,54"
2011,senat,020601,jeleniogórski,Miasto Karpacz,Ładziński,"Zbigniew Stanisław , Kandydat unieważniony po wydruku kart",0,"0,00"
2011,senat,020601,jeleniogórski,Miasto Karpacz,Pinior,Józef,1 134,"54,21"
2011,senat,020601,jeleniogórski,Miasto Karpacz,Skowron,Zbigniew,126,"6,02"
2011,senat,020602,jeleniogórski,Miasto Kowary,Baćko,Sylwester Ryszard,170,"4,30"
2011,senat,020602,jeleniogórski,Miasto Kowary,Chadży,Wojciech,865,"21,87"
2011,senat,020602,jeleniogórski,Miasto Kowary,Lewandowski,Tadeusz Stefan,748,"18,91"
2011,senat,020602,jeleniogórski,Miasto Kowary,Ładziński,"Zbigniew Stanisław , Kandydat unieważniony po wydruku kart",0,"0,00"
2011,senat,020602,jeleniogórski,Miasto Kowary,Pinior,Józef,1 827,"46,18"
2011,senat,020602,jeleniogórski,Miasto Kowary,Skowron,Zbigniew,346,"8,75"
2011,senat,020603,jeleniogórski,Miasto Piechowice,Baćko,Sylwester Ryszard,67,"2,90"
2011,senat,020603,jeleniogórski,Miasto Piechowice,Chadży,Wojciech,464,"20,10"
2011,senat,020603,jeleniogórski,Miasto Piechowice,Lewandowski,Tadeusz Stefan,516,"22,36"
2011,senat,020603,jeleniogórski,Miasto Piechowice,Ładziński,"Zbigniew Stanisław , Kandydat unieważniony po wydruku kart",0,"0,00"
2011,senat,020603,jeleniogórski,Miasto Piechowice,Pinior,Józef,1 046,"45,32"
2011,senat,020603,jeleniogórski,Miasto Piechowice,Skowron,Zbigniew,215,"9,32"
2011,senat,020604,jeleniogórski,Miasto Szklarska Poręba,Baćko,Sylwester Ryszard,66,"2,52"
2011,senat,020604,jeleniogórski,Miasto Szklarska Poręba,Chadży,Wojciech,489,"18,66"
2011,senat,020604,jeleniogórski,Miasto Szklarska Poręba,Lewandowski,Tadeusz Stefan,560,"21,37"
2011,senat,020604,jeleniogórski,Miasto Szklarska Poręba,Ładziński,"Zbigniew Stanisław , Kandydat unieważniony po wydruku kart",0,"0,00"
2011,senat,020604,jeleniogórski,Miasto Szklarska Poręba,Pinior,Józef,1 293,"49,35"
2011,senat,020604,jeleniogórski,Miasto Szklarska Poręba,Skowron,Zbigniew,212,"8,09"
2011,senat,020605,jeleniogórski,Gmina Janowice Wielkie,Baćko,Sylwester Ryszard,52,"3,76"
2011,senat,020605,jeleniogórski,Gmina Janowice Wielkie,Chadży,Wojciech,352,"25,45"
2011,senat,020605,jeleniogórski,Gmina Janowice Wielkie,Lewandowski,Tadeusz Stefan,265,"19,16"
2011,senat,020605,jeleniogórski,Gmina Janowice Wielkie,Ładziński,"Zbigniew Stanisław , Kandydat unieważniony po wydruku kart",0,"0,00"
2011,senat,020605,jeleniogórski,Gmina Janowice Wielkie,Pinior,Józef,606,"43,82"
2011,senat,020605,jeleniogórski,Gmina Janowice Wielkie,Skowron,Zbigniew,108,"7,81"
2011,senat,020606,jeleniogórski,Gmina Jeżów Sudecki,Baćko,Sylwester Ryszard,60,"2,63"
2011,senat,020606,jeleniogórski,Gmina Jeżów Sudecki,Chadży,Wojciech,680,"29,84"
2011,senat,020606,jeleniogórski,Gmina Jeżów Sudecki,Lewandowski,Tadeusz Stefan,423,"18,56"
2011,senat,020606,jeleniogórski,Gmina Jeżów Sudecki,Ładziński,"Zbigniew Stanisław , Kandydat unieważniony po wydruku kart",0,"0,00"
2011,senat,020606,jeleniogórski,Gmina Jeżów Sudecki,Pinior,Józef,921,"40,41"
2011,senat,020606,jeleniogórski,Gmina Jeżów Sudecki,Skowron,Zbigniew,195,"8,56"
2011,senat,020607,jeleniogórski,Gmina Mysłakowice,Baćko,Sylwester Ryszard,118,"3,58"
2011,senat,020607,jeleniogórski,Gmina Mysłakowice,Chadży,Wojciech,892,"27,06"
2011,senat,020607,jeleniogórski,Gmina Mysłakowice,Lewandowski,Tadeusz Stefan,645,"19,57"
2011,senat,020607,jeleniogórski,Gmina Mysłakowice,Ładziński,"Zbigniew Stanisław , Kandydat unieważniony po wydruku kart",0,"0,00"
2011,senat,020607,jeleniogórski,Gmina Mysłakowice,Pinior,Józef,1 349,"40,93"
2011,senat,020607,jeleniogórski,Gmina Mysłakowice,Skowron,Zbigniew,292,"8,86"
2011,senat,020608,jeleniogórski,Gmina Podgórzyn,Baćko,Sylwester Ryszard,92,"3,50"
2011,senat,020608,jeleniogórski,Gmina Podgórzyn,Chadży,Wojciech,626,"23,85"
2011,senat,020608,jeleniogórski,Gmina Podgórzyn,Lewandowski,Tadeusz Stefan,468,"17,83"
2011,senat,020608,jeleniogórski,Gmina Podgórzyn,Ładziński,"Zbigniew Stanisław , Kandydat unieważniony po wydruku kart",0,"0,00"
2011,senat,020608,jeleniogórski,Gmina Podgórzyn,Pinior,Józef,1 240,"47,24"
2011,senat,020608,jeleniogórski,Gmina Podgórzyn,Skowron,Zbigniew,199,"7,58"
2011,senat,020609,jeleniogórski,Gmina Stara Kamienica,Baćko,Sylwester Ryszard,51,"3,33"
2011,senat,020609,jeleniogórski,Gmina Stara Kamienica,Chadży,Wojciech,376,"24,56"
2011,senat,020609,jeleniogórski,Gmina Stara Kamienica,Lewandowski,Tadeusz Stefan,312,"20,38"
2011,senat,020609,jeleniogórski,Gmina Stara Kamienica,Ładziński,"Zbigniew Stanisław , Kandydat unieważniony po wydruku kart",0,"0,00"
2011,senat,020609,jeleniogórski,Gmina Stara Kamienica,Pinior,Józef,622,"40,63"
2011,senat,020609,jeleniogórski,Gmina Stara Kamienica,Skowron,Zbigniew,170,"11,10"
2011,senat,020701,kamiennogórski,Miasto Kamienna Góra,Baćko,Sylwester Ryszard,2 422,"33,15"
2011,senat,020701,kamiennogórski,Miasto Kamienna Góra,Chadży,Wojciech,718,"9,83"
2011,senat,020701,kamiennogórski,Miasto Kamienna Góra,Lewandowski,Tadeusz Stefan,1 239,"16,96"
2011,senat,020701,kamiennogórski,Miasto Kamienna Góra,Ładziński,"Zbigniew Stanisław , Kandydat unieważniony po wydruku kart",0,"0,00"
2011,senat,020701,kamiennogórski,Miasto Kamienna Góra,Pinior,Józef,2 569,"35,16"
2011,senat,020701,kamiennogórski,Miasto Kamienna Góra,Skowron,Zbigniew,358,"4,90"
2011,senat,020702,kamiennogórski,Gmina Kamienna Góra,Baćko,Sylwester Ryszard,1 044,"36,97"
2011,senat,020702,kamiennogórski,Gmina Kamienna Góra,Chadży,Wojciech,257,"9,10"
2011,senat,020702,kamiennogórski,Gmina Kamienna Góra,Lewandowski,Tadeusz Stefan,472,"16,71"
2011,senat,020702,kamiennogórski,Gmina Kamienna Góra,Ładziński,"Zbigniew Stanisław , Kandydat unieważniony po wydruku kart",0,"0,00"
2011,senat,020702,kamiennogórski,Gmina Kamienna Góra,Pinior,Józef,809,"28,65"
2011,senat,020702,kamiennogórski,Gmina Kamienna Góra,Skowron,Zbigniew,242,"8,57"
2011,senat,020703,kamiennogórski,Gmina Lubawka,Baćko,Sylwester Ryszard,446,"11,31"
2011,senat,020703,kamiennogórski,Gmina Lubawka,Chadży,Wojciech,693,"17,58"
2011,senat,020703,kamiennogórski,Gmina Lubawka,Lewandowski,Tadeusz Stefan,735,"18,64"
2011,senat,020703,kamiennogórski,Gmina Lubawka,Ładziński,"Zbigniew Stanisław , Kandydat unieważniony po wydruku kart",0,"0,00"
2011,senat,020703,kamiennogórski,Gmina Lubawka,Pinior,Józef,1 658,"42,05"
2011,senat,020703,kamiennogórski,Gmina Lubawka,Skowron,Zbigniew,411,"10,42"
2011,senat,020704,kamiennogórski,Gmina Marciszów,Baćko,Sylwester Ryszard,257,"18,90"
2011,senat,020704,kamiennogórski,Gmina Marciszów,Chadży,Wojciech,174,"12,79"
2011,senat,020704,kamiennogórski,Gmina Marciszów,Lewandowski,Tadeusz Stefan,248,"18,24"
2011,senat,020704,kamiennogórski,Gmina Marciszów,Ładziński,"Zbigniew Stanisław , Kandydat unieważniony po wydruku kart",0,"0,00"
2011,senat,020704,kamiennogórski,Gmina Marciszów,Pinior,Józef,484,"35,59"
2011,senat,020704,kamiennogórski,Gmina Marciszów,Skowron,Zbigniew,197,"14,49"
2011,senat,020801,kłodzki,Miasto Duszniki-Zdrój,Jurcewicz,Stanisław,949,"49,61"
2011,senat,020801,kłodzki,Miasto Duszniki-Zdrój,Makarczyk,Jerzy Michał,266,"13,90"
2011,senat,020801,kłodzki,Miasto Duszniki-Zdrój,Niedzielski,Aleksander,228,"11,92"
2011,senat,020801,kłodzki,Miasto Duszniki-Zdrój,Urbanowski,Henryk Czesław,387,"20,23"
2011,senat,020801,kłodzki,Miasto Duszniki-Zdrój,Wijatyk,Bogusław Grzegorz,83,"4,34"
2011,senat,020802,kłodzki,Miasto Kłodzko,Jurcewicz,Stanisław,4 158,"38,09"
2011,senat,020802,kłodzki,Miasto Kłodzko,Makarczyk,Jerzy Michał,1 456,"13,34"
2011,senat,020802,kłodzki,Miasto Kłodzko,Niedzielski,Aleksander,1 762,"16,14"
2011,senat,020802,kłodzki,Miasto Kłodzko,Urbanowski,Henryk Czesław,2 845,"26,07"
2011,senat,020802,kłodzki,Miasto Kłodzko,Wijatyk,Bogusław Grzegorz,694,"6,36"
2011,senat,020803,kłodzki,Miasto Kudowa-Zdrój,Jurcewicz,Stanisław,1 768,"43,27"
2011,senat,020803,kłodzki,Miasto Kudowa-Zdrój,Makarczyk,Jerzy Michał,501,"12,26"
2011,senat,020803,kłodzki,Miasto Kudowa-Zdrój,Niedzielski,Aleksander,494,"12,09"
2011,senat,020803,kłodzki,Miasto Kudowa-Zdrój,Urbanowski,Henryk Czesław,1 123,"27,48"
2011,senat,020803,kłodzki,Miasto Kudowa-Zdrój,Wijatyk,Bogusław Grzegorz,200,"4,89"
2011,senat,020804,kłodzki,Miasto Nowa Ruda,Jurcewicz,Stanisław,4 011,"49,43"
2011,senat,020804,kłodzki,Miasto Nowa Ruda,Makarczyk,Jerzy Michał,1 122,"13,83"
2011,senat,020804,kłodzki,Miasto Nowa Ruda,Niedzielski,Aleksander,1 119,"13,79"
2011,senat,020804,kłodzki,Miasto Nowa Ruda,Urbanowski,Henryk Czesław,1 548,"19,08"
2011,senat,020804,kłodzki,Miasto Nowa Ruda,Wijatyk,Bogusław Grzegorz,314,"3,87"
2011,senat,020805,kłodzki,Miasto Polanica-Zdrój,Jurcewicz,Stanisław,1 282,"43,24"
2011,senat,020805,kłodzki,Miasto Polanica-Zdrój,Makarczyk,Jerzy Michał,396,"13,36"
2011,senat,020805,kłodzki,Miasto Polanica-Zdrój,Niedzielski,Aleksander,379,"12,78"
2011,senat,020805,kłodzki,Miasto Polanica-Zdrój,Urbanowski,Henryk Czesław,771,"26,00"
2011,senat,020805,kłodzki,Miasto Polanica-Zdrój,Wijatyk,Bogusław Grzegorz,137,"4,62"
2011,senat,020806,kłodzki,Gmina Bystrzyca Kłodzka,Jurcewicz,Stanisław,2 444,"38,37"
2011,senat,020806,kłodzki,Gmina Bystrzyca Kłodzka,Makarczyk,Jerzy Michał,1 011,"15,87"
2011,senat,020806,kłodzki,Gmina Bystrzyca Kłodzka,Niedzielski,Aleksander,856,"13,44"
2011,senat,020806,kłodzki,Gmina Bystrzyca Kłodzka,Urbanowski,Henryk Czesław,1 533,"24,07"
2011,senat,020806,kłodzki,Gmina Bystrzyca Kłodzka,Wijatyk,Bogusław Grzegorz,525,"8,24"
2011,senat,020807,kłodzki,Gmina Kłodzko,Jurcewicz,Stanisław,1 654,"29,82"
2011,senat,020807,kłodzki,Gmina Kłodzko,Makarczyk,Jerzy Michał,435,"7,84"
2011,senat,020807,kłodzki,Gmina Kłodzko,Niedzielski,Aleksander,922,"16,62"
2011,senat,020807,kłodzki,Gmina Kłodzko,Urbanowski,Henryk Czesław,1 473,"26,56"
