year,elections,teryt_code,powiat,gmina,surname,names,n_votes,percentage
2011,senat,061502,radzyński,Gmina Borki,Haidar,Riad,123,"7,20"
2011,senat,061502,radzyński,Gmina Borki,Litwiniuk,Przemysław,816,"47,78"
2011,senat,061502,radzyński,Gmina Borki,Śledź,Stefan,46,"2,69"
2011,senat,061503,radzyński,Gmina Czemierniki,Bergier,Józef,214,"11,28"
2011,senat,061503,radzyński,Gmina Czemierniki,Bierecki,Grzegorz Michał,654,"34,46"
2011,senat,061503,radzyński,Gmina Czemierniki,Haidar,Riad,145,"7,64"
2011,senat,061503,radzyński,Gmina Czemierniki,Litwiniuk,Przemysław,819,"43,15"
2011,senat,061503,radzyński,Gmina Czemierniki,Śledź,Stefan,66,"3,48"
2011,senat,061504,radzyński,Gmina Kąkolewnica,Bergier,Józef,383,"13,72"
2011,senat,061504,radzyński,Gmina Kąkolewnica,Bierecki,Grzegorz Michał,1 027,"36,80"
2011,senat,061504,radzyński,Gmina Kąkolewnica,Haidar,Riad,220,"7,88"
2011,senat,061504,radzyński,Gmina Kąkolewnica,Litwiniuk,Przemysław,1 048,"37,55"
2011,senat,061504,radzyński,Gmina Kąkolewnica,Śledź,Stefan,113,"4,05"
2011,senat,061505,radzyński,Gmina Komarówka Podlaska,Bergier,Józef,260,"15,25"
2011,senat,061505,radzyński,Gmina Komarówka Podlaska,Bierecki,Grzegorz Michał,662,"38,83"
2011,senat,061505,radzyński,Gmina Komarówka Podlaska,Haidar,Riad,233,"13,67"
2011,senat,061505,radzyński,Gmina Komarówka Podlaska,Litwiniuk,Przemysław,504,"29,56"
2011,senat,061505,radzyński,Gmina Komarówka Podlaska,Śledź,Stefan,46,"2,70"
2011,senat,061506,radzyński,Gmina Radzyń Podlaski,Bergier,Józef,379,"14,10"
2011,senat,061506,radzyński,Gmina Radzyń Podlaski,Bierecki,Grzegorz Michał,1 309,"48,72"
2011,senat,061506,radzyński,Gmina Radzyń Podlaski,Haidar,Riad,272,"10,12"
2011,senat,061506,radzyński,Gmina Radzyń Podlaski,Litwiniuk,Przemysław,645,"24,00"
2011,senat,061506,radzyński,Gmina Radzyń Podlaski,Śledź,Stefan,82,"3,05"
2011,senat,061507,radzyński,Gmina Ulan-Majorat,Bergier,Józef,206,"9,84"
2011,senat,061507,radzyński,Gmina Ulan-Majorat,Bierecki,Grzegorz Michał,1 024,"48,92"
2011,senat,061507,radzyński,Gmina Ulan-Majorat,Haidar,Riad,112,"5,35"
2011,senat,061507,radzyński,Gmina Ulan-Majorat,Litwiniuk,Przemysław,693,"33,11"
2011,senat,061507,radzyński,Gmina Ulan-Majorat,Śledź,Stefan,58,"2,77"
2011,senat,061508,radzyński,Gmina Wohyń,Bergier,Józef,348,"15,52"
2011,senat,061508,radzyński,Gmina Wohyń,Bierecki,Grzegorz Michał,840,"37,47"
2011,senat,061508,radzyński,Gmina Wohyń,Haidar,Riad,231,"10,30"
2011,senat,061508,radzyński,Gmina Wohyń,Litwiniuk,Przemysław,742,"33,10"
2011,senat,061508,radzyński,Gmina Wohyń,Śledź,Stefan,81,"3,61"
2011,senat,061601,rycki,Miasto Dęblin,Barwiński,Leszek Michał,282,"4,13"
2011,senat,061601,rycki,Miasto Dęblin,Bieńko,Andrzej,718,"10,52"
2011,senat,061601,rycki,Miasto Dęblin,Cabaj,Marcin,161,"2,36"
2011,senat,061601,rycki,Miasto Dęblin,Giza-Małecka,Bernarda,1 150,"16,84"
2011,senat,061601,rycki,Miasto Dęblin,Gogacz,Stanisław,2 414,"35,35"
2011,senat,061601,rycki,Miasto Dęblin,Kajka,Longin Paweł,63,"0,92"
2011,senat,061601,rycki,Miasto Dęblin,Kasznia,Arkadiusz,2 040,"29,88"
2011,senat,061602,rycki,Gmina Kłoczew,Barwiński,Leszek Michał,86,"3,48"
2011,senat,061602,rycki,Gmina Kłoczew,Bieńko,Andrzej,680,"27,55"
2011,senat,061602,rycki,Gmina Kłoczew,Cabaj,Marcin,64,"2,59"
2011,senat,061602,rycki,Gmina Kłoczew,Giza-Małecka,Bernarda,209,"8,47"
2011,senat,061602,rycki,Gmina Kłoczew,Gogacz,Stanisław,1 172,"47,49"
2011,senat,061602,rycki,Gmina Kłoczew,Kajka,Longin Paweł,31,"1,26"
2011,senat,061602,rycki,Gmina Kłoczew,Kasznia,Arkadiusz,226,"9,16"
2011,senat,061603,rycki,Gmina Nowodwór,Barwiński,Leszek Michał,62,"4,38"
2011,senat,061603,rycki,Gmina Nowodwór,Bieńko,Andrzej,412,"29,08"
2011,senat,061603,rycki,Gmina Nowodwór,Cabaj,Marcin,24,"1,69"
2011,senat,061603,rycki,Gmina Nowodwór,Giza-Małecka,Bernarda,131,"9,24"
2011,senat,061603,rycki,Gmina Nowodwór,Gogacz,Stanisław,638,"45,02"
2011,senat,061603,rycki,Gmina Nowodwór,Kajka,Longin Paweł,19,"1,34"
2011,senat,061603,rycki,Gmina Nowodwór,Kasznia,Arkadiusz,131,"9,24"
2011,senat,061604,rycki,Gmina Ryki,Barwiński,Leszek Michał,287,"3,61"
2011,senat,061604,rycki,Gmina Ryki,Bieńko,Andrzej,1 589,"19,96"
2011,senat,061604,rycki,Gmina Ryki,Cabaj,Marcin,186,"2,34"
2011,senat,061604,rycki,Gmina Ryki,Giza-Małecka,Bernarda,845,"10,62"
2011,senat,061604,rycki,Gmina Ryki,Gogacz,Stanisław,3 154,"39,62"
2011,senat,061604,rycki,Gmina Ryki,Kajka,Longin Paweł,121,"1,52"
2011,senat,061604,rycki,Gmina Ryki,Kasznia,Arkadiusz,1 778,"22,34"
2011,senat,061605,rycki,Gmina Stężyca,Barwiński,Leszek Michał,85,"4,07"
2011,senat,061605,rycki,Gmina Stężyca,Bieńko,Andrzej,740,"35,39"
2011,senat,061605,rycki,Gmina Stężyca,Cabaj,Marcin,54,"2,58"
2011,senat,061605,rycki,Gmina Stężyca,Giza-Małecka,Bernarda,229,"10,95"
2011,senat,061605,rycki,Gmina Stężyca,Gogacz,Stanisław,666,"31,85"
2011,senat,061605,rycki,Gmina Stężyca,Kajka,Longin Paweł,17,"0,81"
2011,senat,061605,rycki,Gmina Stężyca,Kasznia,Arkadiusz,300,"14,35"
2011,senat,061606,rycki,Gmina Ułęż,Barwiński,Leszek Michał,66,"5,07"
2011,senat,061606,rycki,Gmina Ułęż,Bieńko,Andrzej,375,"28,80"
2011,senat,061606,rycki,Gmina Ułęż,Cabaj,Marcin,26,"2,00"
2011,senat,061606,rycki,Gmina Ułęż,Giza-Małecka,Bernarda,179,"13,75"
2011,senat,061606,rycki,Gmina Ułęż,Gogacz,Stanisław,446,"34,25"
2011,senat,061606,rycki,Gmina Ułęż,Kajka,Longin Paweł,11,"0,84"
2011,senat,061606,rycki,Gmina Ułęż,Kasznia,Arkadiusz,199,"15,28"
2011,senat,061701,świdnicki,Miasto Świdnik,Borysiuk,Bolesław Borys,3 557,"21,20"
2011,senat,061701,świdnicki,Miasto Świdnik,Czelej,Grzegorz,6 408,"38,19"
2011,senat,061701,świdnicki,Miasto Świdnik,Malinowska,Teresa,1 614,"9,62"
2011,senat,061701,świdnicki,Miasto Świdnik,Olszak-Winiarska,Maria,956,"5,70"
2011,senat,061701,świdnicki,Miasto Świdnik,Orgasiński,Lucjan,2 643,"15,75"
2011,senat,061701,świdnicki,Miasto Świdnik,Szadura,Joanna Stanisława,765,"4,56"
2011,senat,061701,świdnicki,Miasto Świdnik,Szwed,Edward Józef,836,"4,98"
2011,senat,061702,świdnicki,Gmina Mełgiew,Borysiuk,Bolesław Borys,414,"13,50"
2011,senat,061702,świdnicki,Gmina Mełgiew,Czelej,Grzegorz,1 383,"45,11"
2011,senat,061702,świdnicki,Gmina Mełgiew,Malinowska,Teresa,258,"8,41"
2011,senat,061702,świdnicki,Gmina Mełgiew,Olszak-Winiarska,Maria,155,"5,06"
2011,senat,061702,świdnicki,Gmina Mełgiew,Orgasiński,Lucjan,610,"19,90"
2011,senat,061702,świdnicki,Gmina Mełgiew,Szadura,Joanna Stanisława,119,"3,88"
2011,senat,061702,świdnicki,Gmina Mełgiew,Szwed,Edward Józef,127,"4,14"
2011,senat,061703,świdnicki,Gmina Piaski,Borysiuk,Bolesław Borys,445,"13,96"
2011,senat,061703,świdnicki,Gmina Piaski,Czelej,Grzegorz,1 306,"40,97"
2011,senat,061703,świdnicki,Gmina Piaski,Malinowska,Teresa,215,"6,74"
2011,senat,061703,świdnicki,Gmina Piaski,Olszak-Winiarska,Maria,133,"4,17"
2011,senat,061703,świdnicki,Gmina Piaski,Orgasiński,Lucjan,910,"28,54"
2011,senat,061703,świdnicki,Gmina Piaski,Szadura,Joanna Stanisława,85,"2,67"
2011,senat,061703,świdnicki,Gmina Piaski,Szwed,Edward Józef,94,"2,95"
2011,senat,061704,świdnicki,Gmina Rybczewice,Borysiuk,Bolesław Borys,100,"9,68"
2011,senat,061704,świdnicki,Gmina Rybczewice,Czelej,Grzegorz,522,"50,53"
2011,senat,061704,świdnicki,Gmina Rybczewice,Malinowska,Teresa,58,"5,61"
2011,senat,061704,świdnicki,Gmina Rybczewice,Olszak-Winiarska,Maria,29,"2,81"
2011,senat,061704,świdnicki,Gmina Rybczewice,Orgasiński,Lucjan,256,"24,78"
2011,senat,061704,świdnicki,Gmina Rybczewice,Szadura,Joanna Stanisława,38,"3,68"
2011,senat,061704,świdnicki,Gmina Rybczewice,Szwed,Edward Józef,30,"2,90"
2011,senat,061705,świdnicki,Gmina Trawniki,Borysiuk,Bolesław Borys,415,"17,33"
2011,senat,061705,świdnicki,Gmina Trawniki,Czelej,Grzegorz,922,"38,50"
2011,senat,061705,świdnicki,Gmina Trawniki,Malinowska,Teresa,310,"12,94"
2011,senat,061705,świdnicki,Gmina Trawniki,Olszak-Winiarska,Maria,103,"4,30"
2011,senat,061705,świdnicki,Gmina Trawniki,Orgasiński,Lucjan,432,"18,04"
2011,senat,061705,świdnicki,Gmina Trawniki,Szadura,Joanna Stanisława,114,"4,76"
2011,senat,061705,świdnicki,Gmina Trawniki,Szwed,Edward Józef,99,"4,13"
2011,senat,061801,tomaszowski,Miasto Tomaszów Lubelski,Bratkowski,Arkadiusz Tomasz,841,"10,85"
2011,senat,061801,tomaszowski,Miasto Tomaszów Lubelski,Chróścikowski,Jerzy Mieczysław,2 513,"32,41"
2011,senat,061801,tomaszowski,Miasto Tomaszów Lubelski,Chrzanowski,Kazimierz,275,"3,55"
2011,senat,061801,tomaszowski,Miasto Tomaszów Lubelski,Godzisz,Ireneusz Mirosław,2 125,"27,41"
2011,senat,061801,tomaszowski,Miasto Tomaszów Lubelski,Gontarz,Tadeusz,145,"1,87"
2011,senat,061801,tomaszowski,Miasto Tomaszów Lubelski,Miarowska,Gertruda Gabriela,607,"7,83"
2011,senat,061801,tomaszowski,Miasto Tomaszów Lubelski,Rękas,Anna Katarzyna,149,"1,92"
2011,senat,061801,tomaszowski,Miasto Tomaszów Lubelski,Sendecka,Maria,1 099,"14,17"
2011,senat,061802,tomaszowski,Gmina Bełżec,Bratkowski,Arkadiusz Tomasz,281,"28,30"
2011,senat,061802,tomaszowski,Gmina Bełżec,Chróścikowski,Jerzy Mieczysław,287,"28,90"
2011,senat,061802,tomaszowski,Gmina Bełżec,Chrzanowski,Kazimierz,18,"1,81"
2011,senat,061802,tomaszowski,Gmina Bełżec,Godzisz,Ireneusz Mirosław,165,"16,62"
2011,senat,061802,tomaszowski,Gmina Bełżec,Gontarz,Tadeusz,23,"2,32"
2011,senat,061802,tomaszowski,Gmina Bełżec,Miarowska,Gertruda Gabriela,58,"5,84"
2011,senat,061802,tomaszowski,Gmina Bełżec,Rękas,Anna Katarzyna,16,"1,61"
2011,senat,061802,tomaszowski,Gmina Bełżec,Sendecka,Maria,145,"14,60"
2011,senat,061803,tomaszowski,Gmina Jarczów,Bratkowski,Arkadiusz Tomasz,309,"27,79"
2011,senat,061803,tomaszowski,Gmina Jarczów,Chróścikowski,Jerzy Mieczysław,425,"38,22"
2011,senat,061803,tomaszowski,Gmina Jarczów,Chrzanowski,Kazimierz,20,"1,80"
2011,senat,061803,tomaszowski,Gmina Jarczów,Godzisz,Ireneusz Mirosław,96,"8,63"
2011,senat,061803,tomaszowski,Gmina Jarczów,Gontarz,Tadeusz,27,"2,43"
2011,senat,061803,tomaszowski,Gmina Jarczów,Miarowska,Gertruda Gabriela,64,"5,76"
2011,senat,061803,tomaszowski,Gmina Jarczów,Rękas,Anna Katarzyna,25,"2,25"
2011,senat,061803,tomaszowski,Gmina Jarczów,Sendecka,Maria,146,"13,13"
2011,senat,061804,tomaszowski,Gmina Krynice,Bratkowski,Arkadiusz Tomasz,325,"29,33"
2011,senat,061804,tomaszowski,Gmina Krynice,Chróścikowski,Jerzy Mieczysław,403,"36,37"
2011,senat,061804,tomaszowski,Gmina Krynice,Chrzanowski,Kazimierz,33,"2,98"
2011,senat,061804,tomaszowski,Gmina Krynice,Godzisz,Ireneusz Mirosław,105,"9,48"
2011,senat,061804,tomaszowski,Gmina Krynice,Gontarz,Tadeusz,34,"3,07"
2011,senat,061804,tomaszowski,Gmina Krynice,Miarowska,Gertruda Gabriela,40,"3,61"
2011,senat,061804,tomaszowski,Gmina Krynice,Rękas,Anna Katarzyna,68,"6,14"
2011,senat,061804,tomaszowski,Gmina Krynice,Sendecka,Maria,100,"9,03"
2011,senat,061805,tomaszowski,Gmina Lubycza Królewska,Bratkowski,Arkadiusz Tomasz,398,"26,10"
2011,senat,061805,tomaszowski,Gmina Lubycza Królewska,Chróścikowski,Jerzy Mieczysław,318,"20,85"
2011,senat,061805,tomaszowski,Gmina Lubycza Królewska,Chrzanowski,Kazimierz,56,"3,67"
2011,senat,061805,tomaszowski,Gmina Lubycza Królewska,Godzisz,Ireneusz Mirosław,288,"18,89"
2011,senat,061805,tomaszowski,Gmina Lubycza Królewska,Gontarz,Tadeusz,48,"3,15"
2011,senat,061805,tomaszowski,Gmina Lubycza Królewska,Miarowska,Gertruda Gabriela,132,"8,66"
2011,senat,061805,tomaszowski,Gmina Lubycza Królewska,Rękas,Anna Katarzyna,42,"2,75"
2011,senat,061805,tomaszowski,Gmina Lubycza Królewska,Sendecka,Maria,243,"15,93"
2011,senat,061806,tomaszowski,Gmina Łaszczów,Bratkowski,Arkadiusz Tomasz,859,"44,03"
2011,senat,061806,tomaszowski,Gmina Łaszczów,Chróścikowski,Jerzy Mieczysław,466,"23,89"
2011,senat,061806,tomaszowski,Gmina Łaszczów,Chrzanowski,Kazimierz,49,"2,51"
2011,senat,061806,tomaszowski,Gmina Łaszczów,Godzisz,Ireneusz Mirosław,188,"9,64"
2011,senat,061806,tomaszowski,Gmina Łaszczów,Gontarz,Tadeusz,37,"1,90"
2011,senat,061806,tomaszowski,Gmina Łaszczów,Miarowska,Gertruda Gabriela,95,"4,87"
2011,senat,061806,tomaszowski,Gmina Łaszczów,Rękas,Anna Katarzyna,21,"1,08"
2011,senat,061806,tomaszowski,Gmina Łaszczów,Sendecka,Maria,236,"12,10"
2011,senat,061807,tomaszowski,Gmina Rachanie,Bratkowski,Arkadiusz Tomasz,333,"18,20"
2011,senat,061807,tomaszowski,Gmina Rachanie,Chróścikowski,Jerzy Mieczysław,601,"32,84"
2011,senat,061807,tomaszowski,Gmina Rachanie,Chrzanowski,Kazimierz,55,"3,01"
2011,senat,061807,tomaszowski,Gmina Rachanie,Godzisz,Ireneusz Mirosław,150,"8,20"
2011,senat,061807,tomaszowski,Gmina Rachanie,Gontarz,Tadeusz,79,"4,32"
2011,senat,061807,tomaszowski,Gmina Rachanie,Miarowska,Gertruda Gabriela,142,"7,76"
2011,senat,061807,tomaszowski,Gmina Rachanie,Rękas,Anna Katarzyna,43,"2,35"
2011,senat,061807,tomaszowski,Gmina Rachanie,Sendecka,Maria,427,"23,33"
2011,senat,061808,tomaszowski,Gmina Susiec,Bratkowski,Arkadiusz Tomasz,585,"22,99"
2011,senat,061808,tomaszowski,Gmina Susiec,Chróścikowski,Jerzy Mieczysław,1 033,"40,59"
2011,senat,061808,tomaszowski,Gmina Susiec,Chrzanowski,Kazimierz,110,"4,32"
2011,senat,061808,tomaszowski,Gmina Susiec,Godzisz,Ireneusz Mirosław,320,"12,57"
2011,senat,061808,tomaszowski,Gmina Susiec,Gontarz,Tadeusz,90,"3,54"
2011,senat,061808,tomaszowski,Gmina Susiec,Miarowska,Gertruda Gabriela,114,"4,48"
2011,senat,061808,tomaszowski,Gmina Susiec,Rękas,Anna Katarzyna,33,"1,30"
2011,senat,061808,tomaszowski,Gmina Susiec,Sendecka,Maria,260,"10,22"
2011,senat,061809,tomaszowski,Gmina Tarnawatka,Bratkowski,Arkadiusz Tomasz,226,"19,04"
2011,senat,061809,tomaszowski,Gmina Tarnawatka,Chróścikowski,Jerzy Mieczysław,508,"42,80"
2011,senat,061809,tomaszowski,Gmina Tarnawatka,Chrzanowski,Kazimierz,45,"3,79"
2011,senat,061809,tomaszowski,Gmina Tarnawatka,Godzisz,Ireneusz Mirosław,150,"12,64"
2011,senat,061809,tomaszowski,Gmina Tarnawatka,Gontarz,Tadeusz,49,"4,13"
2011,senat,061809,tomaszowski,Gmina Tarnawatka,Miarowska,Gertruda Gabriela,70,"5,90"
2011,senat,061809,tomaszowski,Gmina Tarnawatka,Rękas,Anna Katarzyna,29,"2,44"
2011,senat,061809,tomaszowski,Gmina Tarnawatka,Sendecka,Maria,110,"9,27"
2011,senat,061810,tomaszowski,Gmina Telatyn,Bratkowski,Arkadiusz Tomasz,586,"42,80"
2011,senat,061810,tomaszowski,Gmina Telatyn,Chróścikowski,Jerzy Mieczysław,386,"28,20"
2011,senat,061810,tomaszowski,Gmina Telatyn,Chrzanowski,Kazimierz,30,"2,19"
2011,senat,061810,tomaszowski,Gmina Telatyn,Godzisz,Ireneusz Mirosław,84,"6,14"
2011,senat,061810,tomaszowski,Gmina Telatyn,Gontarz,Tadeusz,48,"3,51"
2011,senat,061810,tomaszowski,Gmina Telatyn,Miarowska,Gertruda Gabriela,48,"3,51"
2011,senat,061810,tomaszowski,Gmina Telatyn,Rękas,Anna Katarzyna,28,"2,05"
2011,senat,061810,tomaszowski,Gmina Telatyn,Sendecka,Maria,159,"11,61"
2011,senat,061811,tomaszowski,Gmina Tomaszów Lubelski,Bratkowski,Arkadiusz Tomasz,572,"17,40"
2011,senat,061811,tomaszowski,Gmina Tomaszów Lubelski,Chróścikowski,Jerzy Mieczysław,1 331,"40,48"
2011,senat,061811,tomaszowski,Gmina Tomaszów Lubelski,Chrzanowski,Kazimierz,102,"3,10"
2011,senat,061811,tomaszowski,Gmina Tomaszów Lubelski,Godzisz,Ireneusz Mirosław,489,"14,87"
2011,senat,061811,tomaszowski,Gmina Tomaszów Lubelski,Gontarz,Tadeusz,84,"2,55"
2011,senat,061811,tomaszowski,Gmina Tomaszów Lubelski,Miarowska,Gertruda Gabriela,184,"5,60"
2011,senat,061811,tomaszowski,Gmina Tomaszów Lubelski,Rękas,Anna Katarzyna,50,"1,52"
2011,senat,061811,tomaszowski,Gmina Tomaszów Lubelski,Sendecka,Maria,476,"14,48"
2011,senat,061812,tomaszowski,Gmina Tyszowce,Bratkowski,Arkadiusz Tomasz,360,"21,88"
2011,senat,061812,tomaszowski,Gmina Tyszowce,Chróścikowski,Jerzy Mieczysław,639,"38,84"
2011,senat,061812,tomaszowski,Gmina Tyszowce,Chrzanowski,Kazimierz,52,"3,16"
2011,senat,061812,tomaszowski,Gmina Tyszowce,Godzisz,Ireneusz Mirosław,157,"9,54"
2011,senat,061812,tomaszowski,Gmina Tyszowce,Gontarz,Tadeusz,58,"3,53"
2011,senat,061812,tomaszowski,Gmina Tyszowce,Miarowska,Gertruda Gabriela,94,"5,71"
2011,senat,061812,tomaszowski,Gmina Tyszowce,Rękas,Anna Katarzyna,26,"1,58"
2011,senat,061812,tomaszowski,Gmina Tyszowce,Sendecka,Maria,259,"15,74"
2011,senat,061813,tomaszowski,Gmina Ulhówek,Bratkowski,Arkadiusz Tomasz,435,"35,95"
2011,senat,061813,tomaszowski,Gmina Ulhówek,Chróścikowski,Jerzy Mieczysław,325,"26,86"
2011,senat,061813,tomaszowski,Gmina Ulhówek,Chrzanowski,Kazimierz,44,"3,64"
2011,senat,061813,tomaszowski,Gmina Ulhówek,Godzisz,Ireneusz Mirosław,133,"10,99"
2011,senat,061813,tomaszowski,Gmina Ulhówek,Gontarz,Tadeusz,46,"3,80"
2011,senat,061813,tomaszowski,Gmina Ulhówek,Miarowska,Gertruda Gabriela,79,"6,53"
2011,senat,061813,tomaszowski,Gmina Ulhówek,Rękas,Anna Katarzyna,8,"0,66"
2011,senat,061813,tomaszowski,Gmina Ulhówek,Sendecka,Maria,140,"11,57"
2011,senat,061901,włodawski,Miasto Włodawa,Bartnik,Łukasz,187,"3,53"
2011,senat,061901,włodawski,Miasto Włodawa,Cichosz,Lucjan,1 542,"29,12"
2011,senat,061901,włodawski,Miasto Włodawa,Gołoś,Michał Reoland,645,"12,18"
2011,senat,061901,włodawski,Miasto Włodawa,Grabczuk,Krzysztof,2 218,"41,88"
2011,senat,061901,włodawski,Miasto Włodawa,Zając,Józef,704,"13,29"
2011,senat,061902,włodawski,Gmina Hanna,Bartnik,Łukasz,39,"4,05"
2011,senat,061902,włodawski,Gmina Hanna,Cichosz,Lucjan,305,"31,70"
2011,senat,061902,włodawski,Gmina Hanna,Gołoś,Michał Reoland,82,"8,52"
2011,senat,061902,włodawski,Gmina Hanna,Grabczuk,Krzysztof,213,"22,14"
2011,senat,061902,włodawski,Gmina Hanna,Zając,Józef,323,"33,58"
2011,senat,061903,włodawski,Gmina Hańsk,Bartnik,Łukasz,68,"5,92"
2011,senat,061903,włodawski,Gmina Hańsk,Cichosz,Lucjan,313,"27,24"
2011,senat,061903,włodawski,Gmina Hańsk,Gołoś,Michał Reoland,141,"12,27"
2011,senat,061903,włodawski,Gmina Hańsk,Grabczuk,Krzysztof,351,"30,55"
2011,senat,061903,włodawski,Gmina Hańsk,Zając,Józef,276,"24,02"
2011,senat,061904,włodawski,Gmina Stary Brus,Bartnik,Łukasz,49,"6,91"
2011,senat,061904,włodawski,Gmina Stary Brus,Cichosz,Lucjan,224,"31,59"
2011,senat,061904,włodawski,Gmina Stary Brus,Gołoś,Michał Reoland,62,"8,74"
2011,senat,061904,włodawski,Gmina Stary Brus,Grabczuk,Krzysztof,123,"17,35"
2011,senat,061904,włodawski,Gmina Stary Brus,Zając,Józef,251,"35,40"
2011,senat,061905,włodawski,Gmina Urszulin,Bartnik,Łukasz,77,"5,88"
2011,senat,061905,włodawski,Gmina Urszulin,Cichosz,Lucjan,478,"36,49"
2011,senat,061905,włodawski,Gmina Urszulin,Gołoś,Michał Reoland,111,"8,47"
2011,senat,061905,włodawski,Gmina Urszulin,Grabczuk,Krzysztof,306,"23,36"
2011,senat,061905,włodawski,Gmina Urszulin,Zając,Józef,338,"25,80"
2011,senat,061906,włodawski,Gmina Włodawa,Bartnik,Łukasz,124,"6,47"
2011,senat,061906,włodawski,Gmina Włodawa,Cichosz,Lucjan,575,"30,01"
2011,senat,061906,włodawski,Gmina Włodawa,Gołoś,Michał Reoland,196,"10,23"
2011,senat,061906,włodawski,Gmina Włodawa,Grabczuk,Krzysztof,593,"30,95"
2011,senat,061906,włodawski,Gmina Włodawa,Zając,Józef,428,"22,34"
2011,senat,061907,włodawski,Gmina Wola Uhruska,Bartnik,Łukasz,54,"4,43"
2011,senat,061907,włodawski,Gmina Wola Uhruska,Cichosz,Lucjan,424,"34,75"
2011,senat,061907,włodawski,Gmina Wola Uhruska,Gołoś,Michał Reoland,89,"7,30"
2011,senat,061907,włodawski,Gmina Wola Uhruska,Grabczuk,Krzysztof,339,"27,79"
2011,senat,061907,włodawski,Gmina Wola Uhruska,Zając,Józef,314,"25,74"
2011,senat,061908,włodawski,Gmina Wyryki,Bartnik,Łukasz,39,"5,12"
2011,senat,061908,włodawski,Gmina Wyryki,Cichosz,Lucjan,227,"29,79"
2011,senat,061908,włodawski,Gmina Wyryki,Gołoś,Michał Reoland,78,"10,24"
2011,senat,061908,włodawski,Gmina Wyryki,Grabczuk,Krzysztof,211,"27,69"
2011,senat,061908,włodawski,Gmina Wyryki,Zając,Józef,207,"27,17"
2011,senat,062001,zamojski,Gmina Adamów,Bratkowski,Arkadiusz Tomasz,393,"25,79"
2011,senat,062001,zamojski,Gmina Adamów,Chróścikowski,Jerzy Mieczysław,693,"45,47"
2011,senat,062001,zamojski,Gmina Adamów,Chrzanowski,Kazimierz,63,"4,13"
2011,senat,062001,zamojski,Gmina Adamów,Godzisz,Ireneusz Mirosław,176,"11,55"
2011,senat,062001,zamojski,Gmina Adamów,Gontarz,Tadeusz,57,"3,74"
2011,senat,062001,zamojski,Gmina Adamów,Miarowska,Gertruda Gabriela,66,"4,33"
2011,senat,062001,zamojski,Gmina Adamów,Rękas,Anna Katarzyna,38,"2,49"
2011,senat,062001,zamojski,Gmina Adamów,Sendecka,Maria,38,"2,49"
2011,senat,062002,zamojski,Gmina Grabowiec,Bratkowski,Arkadiusz Tomasz,492,"41,38"
2011,senat,062002,zamojski,Gmina Grabowiec,Chróścikowski,Jerzy Mieczysław,406,"34,15"
2011,senat,062002,zamojski,Gmina Grabowiec,Chrzanowski,Kazimierz,33,"2,78"
2011,senat,062002,zamojski,Gmina Grabowiec,Godzisz,Ireneusz Mirosław,104,"8,75"
2011,senat,062002,zamojski,Gmina Grabowiec,Gontarz,Tadeusz,37,"3,11"
2011,senat,062002,zamojski,Gmina Grabowiec,Miarowska,Gertruda Gabriela,55,"4,63"
2011,senat,062002,zamojski,Gmina Grabowiec,Rękas,Anna Katarzyna,21,"1,77"
2011,senat,062002,zamojski,Gmina Grabowiec,Sendecka,Maria,41,"3,45"
2011,senat,062003,zamojski,Gmina Komarów-Osada,Bratkowski,Arkadiusz Tomasz,639,"32,75"
2011,senat,062003,zamojski,Gmina Komarów-Osada,Chróścikowski,Jerzy Mieczysław,772,"39,57"
2011,senat,062003,zamojski,Gmina Komarów-Osada,Chrzanowski,Kazimierz,74,"3,79"
2011,senat,062003,zamojski,Gmina Komarów-Osada,Godzisz,Ireneusz Mirosław,149,"7,64"
2011,senat,062003,zamojski,Gmina Komarów-Osada,Gontarz,Tadeusz,46,"2,36"
2011,senat,062003,zamojski,Gmina Komarów-Osada,Miarowska,Gertruda Gabriela,65,"3,33"
2011,senat,062003,zamojski,Gmina Komarów-Osada,Rękas,Anna Katarzyna,20,"1,03"
2011,senat,062003,zamojski,Gmina Komarów-Osada,Sendecka,Maria,186,"9,53"
2011,senat,062004,zamojski,Gmina Krasnobród,Bratkowski,Arkadiusz Tomasz,803,"29,01"
2011,senat,062004,zamojski,Gmina Krasnobród,Chróścikowski,Jerzy Mieczysław,1 164,"42,05"
2011,senat,062004,zamojski,Gmina Krasnobród,Chrzanowski,Kazimierz,65,"2,35"
2011,senat,062004,zamojski,Gmina Krasnobród,Godzisz,Ireneusz Mirosław,267,"9,65"
2011,senat,062004,zamojski,Gmina Krasnobród,Gontarz,Tadeusz,134,"4,84"
2011,senat,062004,zamojski,Gmina Krasnobród,Miarowska,Gertruda Gabriela,88,"3,18"
2011,senat,062004,zamojski,Gmina Krasnobród,Rękas,Anna Katarzyna,27,"0,98"
2011,senat,062004,zamojski,Gmina Krasnobród,Sendecka,Maria,220,"7,95"
2011,senat,062005,zamojski,Gmina Łabunie,Bratkowski,Arkadiusz Tomasz,496,"22,15"
2011,senat,062005,zamojski,Gmina Łabunie,Chróścikowski,Jerzy Mieczysław,1 171,"52,30"
2011,senat,062005,zamojski,Gmina Łabunie,Chrzanowski,Kazimierz,101,"4,51"
2011,senat,062005,zamojski,Gmina Łabunie,Godzisz,Ireneusz Mirosław,199,"8,89"
