year,elections,teryt_code,powiat,gmina,political_party,n_votes,percentage
2007,sejm,041106,radziejowski,"Radziejów, gm.",Komitet Wyborczy Platforma Obywatelska RP,261,21.53
2007,sejm,041106,radziejowski,"Radziejów, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,392,32.34
2007,sejm,041106,radziejowski,"Radziejów, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,63,5.20
2007,sejm,041106,radziejowski,"Radziejów, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,136,11.22
2007,sejm,041107,radziejowski,"Topólka, gm.",Komitet Wyborczy Polska Partia Pracy,29,1.94
2007,sejm,041107,radziejowski,"Topólka, gm.",Komitet Wyborczy Liga Polskich Rodzin,18,1.20
2007,sejm,041107,radziejowski,"Topólka, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,458,30.64
2007,sejm,041107,radziejowski,"Topólka, gm.",Komitet Wyborczy Platforma Obywatelska RP,343,22.94
2007,sejm,041107,radziejowski,"Topólka, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,360,24.08
2007,sejm,041107,radziejowski,"Topólka, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,101,6.76
2007,sejm,041107,radziejowski,"Topólka, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,186,12.44
2007,sejm,041201,rypiński,"Rypin, m.",Komitet Wyborczy Polska Partia Pracy,54,0.86
2007,sejm,041201,rypiński,"Rypin, m.",Komitet Wyborczy Liga Polskich Rodzin,46,0.73
2007,sejm,041201,rypiński,"Rypin, m.",Komitet Wyborczy Prawo i Sprawiedliwość,1940,30.76
2007,sejm,041201,rypiński,"Rypin, m.",Komitet Wyborczy Platforma Obywatelska RP,2599,41.21
2007,sejm,041201,rypiński,"Rypin, m.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,589,9.34
2007,sejm,041201,rypiński,"Rypin, m.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,46,0.73
2007,sejm,041201,rypiński,"Rypin, m.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,1032,16.37
2007,sejm,041202,rypiński,"Brzuze, gm.",Komitet Wyborczy Polska Partia Pracy,27,1.86
2007,sejm,041202,rypiński,"Brzuze, gm.",Komitet Wyborczy Liga Polskich Rodzin,11,0.76
2007,sejm,041202,rypiński,"Brzuze, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,366,25.17
2007,sejm,041202,rypiński,"Brzuze, gm.",Komitet Wyborczy Platforma Obywatelska RP,337,23.18
2007,sejm,041202,rypiński,"Brzuze, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,334,22.97
2007,sejm,041202,rypiński,"Brzuze, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,91,6.26
2007,sejm,041202,rypiński,"Brzuze, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,288,19.81
2007,sejm,041203,rypiński,"Rogowo, gm.",Komitet Wyborczy Polska Partia Pracy,16,1.29
2007,sejm,041203,rypiński,"Rogowo, gm.",Komitet Wyborczy Liga Polskich Rodzin,6,0.48
2007,sejm,041203,rypiński,"Rogowo, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,461,37.21
2007,sejm,041203,rypiński,"Rogowo, gm.",Komitet Wyborczy Platforma Obywatelska RP,240,19.37
2007,sejm,041203,rypiński,"Rogowo, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,306,24.70
2007,sejm,041203,rypiński,"Rogowo, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,44,3.55
2007,sejm,041203,rypiński,"Rogowo, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,166,13.40
2007,sejm,041204,rypiński,"Rypin, gm.",Komitet Wyborczy Polska Partia Pracy,15,0.84
2007,sejm,041204,rypiński,"Rypin, gm.",Komitet Wyborczy Liga Polskich Rodzin,22,1.23
2007,sejm,041204,rypiński,"Rypin, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,585,32.65
2007,sejm,041204,rypiński,"Rypin, gm.",Komitet Wyborczy Platforma Obywatelska RP,394,21.99
2007,sejm,041204,rypiński,"Rypin, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,521,29.07
2007,sejm,041204,rypiński,"Rypin, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,73,4.07
2007,sejm,041204,rypiński,"Rypin, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,182,10.16
2007,sejm,041205,rypiński,"Skrwilno, gm.",Komitet Wyborczy Polska Partia Pracy,20,1.15
2007,sejm,041205,rypiński,"Skrwilno, gm.",Komitet Wyborczy Liga Polskich Rodzin,12,0.69
2007,sejm,041205,rypiński,"Skrwilno, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,678,39.03
2007,sejm,041205,rypiński,"Skrwilno, gm.",Komitet Wyborczy Platforma Obywatelska RP,286,16.47
2007,sejm,041205,rypiński,"Skrwilno, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,500,28.79
2007,sejm,041205,rypiński,"Skrwilno, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,81,4.66
2007,sejm,041205,rypiński,"Skrwilno, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,160,9.21
2007,sejm,041206,rypiński,"Wąpielsk, gm.",Komitet Wyborczy Polska Partia Pracy,15,1.56
2007,sejm,041206,rypiński,"Wąpielsk, gm.",Komitet Wyborczy Liga Polskich Rodzin,4,0.42
2007,sejm,041206,rypiński,"Wąpielsk, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,274,28.51
2007,sejm,041206,rypiński,"Wąpielsk, gm.",Komitet Wyborczy Platforma Obywatelska RP,188,19.56
2007,sejm,041206,rypiński,"Wąpielsk, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,299,31.11
2007,sejm,041206,rypiński,"Wąpielsk, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,43,4.47
2007,sejm,041206,rypiński,"Wąpielsk, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,138,14.36
2007,sejm,041301,sępoleński,"Kamień Krajeński, gm.",Komitet Wyborczy Polska Partia Pracy,33,1.55
2007,sejm,041301,sępoleński,"Kamień Krajeński, gm.",Komitet Wyborczy Liga Polskich Rodzin,59,2.78
2007,sejm,041301,sępoleński,"Kamień Krajeński, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,473,22.27
2007,sejm,041301,sępoleński,"Kamień Krajeński, gm.",Komitet Wyborczy Platforma Obywatelska RP,698,32.86
2007,sejm,041301,sępoleński,"Kamień Krajeński, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,453,21.33
2007,sejm,041301,sępoleński,"Kamień Krajeński, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,105,4.94
2007,sejm,041301,sępoleński,"Kamień Krajeński, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,303,14.27
2007,sejm,041302,sępoleński,"Sępólno Krajeńskie, gm.",Komitet Wyborczy Polska Partia Pracy,115,2.00
2007,sejm,041302,sępoleński,"Sępólno Krajeńskie, gm.",Komitet Wyborczy Liga Polskich Rodzin,63,1.09
2007,sejm,041302,sępoleński,"Sępólno Krajeńskie, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,1266,21.99
2007,sejm,041302,sępoleński,"Sępólno Krajeńskie, gm.",Komitet Wyborczy Platforma Obywatelska RP,2400,41.68
2007,sejm,041302,sępoleński,"Sępólno Krajeńskie, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,687,11.93
2007,sejm,041302,sępoleński,"Sępólno Krajeńskie, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,164,2.85
2007,sejm,041302,sępoleński,"Sępólno Krajeńskie, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,1063,18.46
2007,sejm,041303,sępoleński,"Sośno, gm.",Komitet Wyborczy Polska Partia Pracy,25,1.61
2007,sejm,041303,sępoleński,"Sośno, gm.",Komitet Wyborczy Liga Polskich Rodzin,12,0.77
2007,sejm,041303,sępoleński,"Sośno, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,336,21.69
2007,sejm,041303,sępoleński,"Sośno, gm.",Komitet Wyborczy Platforma Obywatelska RP,332,21.43
2007,sejm,041303,sępoleński,"Sośno, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,495,31.96
2007,sejm,041303,sępoleński,"Sośno, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,89,5.75
2007,sejm,041303,sępoleński,"Sośno, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,260,16.79
2007,sejm,041304,sępoleński,"Więcbork, gm.",Komitet Wyborczy Polska Partia Pracy,74,1.62
2007,sejm,041304,sępoleński,"Więcbork, gm.",Komitet Wyborczy Liga Polskich Rodzin,59,1.29
2007,sejm,041304,sępoleński,"Więcbork, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,1319,28.91
2007,sejm,041304,sępoleński,"Więcbork, gm.",Komitet Wyborczy Platforma Obywatelska RP,1501,32.90
2007,sejm,041304,sępoleński,"Więcbork, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,727,15.93
2007,sejm,041304,sępoleński,"Więcbork, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,174,3.81
2007,sejm,041304,sępoleński,"Więcbork, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,709,15.54
2007,sejm,041401,świecki,"Bukowiec, gm.",Komitet Wyborczy Polska Partia Pracy,26,1.67
2007,sejm,041401,świecki,"Bukowiec, gm.",Komitet Wyborczy Liga Polskich Rodzin,25,1.61
2007,sejm,041401,świecki,"Bukowiec, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,380,24.41
2007,sejm,041401,świecki,"Bukowiec, gm.",Komitet Wyborczy Platforma Obywatelska RP,431,27.68
2007,sejm,041401,świecki,"Bukowiec, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,407,26.14
2007,sejm,041401,świecki,"Bukowiec, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,99,6.36
2007,sejm,041401,świecki,"Bukowiec, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,189,12.14
2007,sejm,041402,świecki,"Dragacz, gm.",Komitet Wyborczy Polska Partia Pracy,40,1.80
2007,sejm,041402,świecki,"Dragacz, gm.",Komitet Wyborczy Liga Polskich Rodzin,20,0.90
2007,sejm,041402,świecki,"Dragacz, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,510,22.94
2007,sejm,041402,świecki,"Dragacz, gm.",Komitet Wyborczy Platforma Obywatelska RP,867,39.00
2007,sejm,041402,świecki,"Dragacz, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,201,9.04
2007,sejm,041402,świecki,"Dragacz, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,68,3.06
2007,sejm,041402,świecki,"Dragacz, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,517,23.26
2007,sejm,041403,świecki,"Drzycim, gm.",Komitet Wyborczy Polska Partia Pracy,27,1.65
2007,sejm,041403,świecki,"Drzycim, gm.",Komitet Wyborczy Liga Polskich Rodzin,33,2.02
2007,sejm,041403,świecki,"Drzycim, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,426,26.09
2007,sejm,041403,świecki,"Drzycim, gm.",Komitet Wyborczy Platforma Obywatelska RP,618,37.84
2007,sejm,041403,świecki,"Drzycim, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,283,17.33
2007,sejm,041403,świecki,"Drzycim, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,46,2.82
2007,sejm,041403,świecki,"Drzycim, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,200,12.25
2007,sejm,041404,świecki,"Jeżewo, gm.",Komitet Wyborczy Polska Partia Pracy,42,1.68
2007,sejm,041404,świecki,"Jeżewo, gm.",Komitet Wyborczy Liga Polskich Rodzin,58,2.32
2007,sejm,041404,świecki,"Jeżewo, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,697,27.92
2007,sejm,041404,świecki,"Jeżewo, gm.",Komitet Wyborczy Platforma Obywatelska RP,933,37.38
2007,sejm,041404,świecki,"Jeżewo, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,303,12.14
2007,sejm,041404,świecki,"Jeżewo, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,81,3.25
2007,sejm,041404,świecki,"Jeżewo, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,382,15.30
2007,sejm,041405,świecki,"Lniano, gm.",Komitet Wyborczy Polska Partia Pracy,20,1.42
2007,sejm,041405,świecki,"Lniano, gm.",Komitet Wyborczy Liga Polskich Rodzin,26,1.84
2007,sejm,041405,świecki,"Lniano, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,371,26.31
2007,sejm,041405,świecki,"Lniano, gm.",Komitet Wyborczy Platforma Obywatelska RP,459,32.55
2007,sejm,041405,świecki,"Lniano, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,272,19.29
2007,sejm,041405,świecki,"Lniano, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,89,6.31
2007,sejm,041405,świecki,"Lniano, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,173,12.27
2007,sejm,041406,świecki,"Nowe, gm.",Komitet Wyborczy Polska Partia Pracy,57,1.70
2007,sejm,041406,świecki,"Nowe, gm.",Komitet Wyborczy Liga Polskich Rodzin,34,1.01
2007,sejm,041406,świecki,"Nowe, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,824,24.53
2007,sejm,041406,świecki,"Nowe, gm.",Komitet Wyborczy Platforma Obywatelska RP,1512,45.01
2007,sejm,041406,świecki,"Nowe, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,274,8.16
2007,sejm,041406,świecki,"Nowe, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,146,4.35
2007,sejm,041406,świecki,"Nowe, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,512,15.24
2007,sejm,041407,świecki,"Osie, gm.",Komitet Wyborczy Polska Partia Pracy,32,1.70
2007,sejm,041407,świecki,"Osie, gm.",Komitet Wyborczy Liga Polskich Rodzin,26,1.38
2007,sejm,041407,świecki,"Osie, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,440,23.43
2007,sejm,041407,świecki,"Osie, gm.",Komitet Wyborczy Platforma Obywatelska RP,661,35.20
2007,sejm,041407,świecki,"Osie, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,384,20.45
2007,sejm,041407,świecki,"Osie, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,46,2.45
2007,sejm,041407,świecki,"Osie, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,289,15.39
2007,sejm,041408,świecki,"Pruszcz, gm.",Komitet Wyborczy Polska Partia Pracy,35,1.03
2007,sejm,041408,świecki,"Pruszcz, gm.",Komitet Wyborczy Liga Polskich Rodzin,35,1.03
2007,sejm,041408,świecki,"Pruszcz, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,727,21.42
2007,sejm,041408,świecki,"Pruszcz, gm.",Komitet Wyborczy Platforma Obywatelska RP,1024,30.17
2007,sejm,041408,świecki,"Pruszcz, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,1010,29.76
2007,sejm,041408,świecki,"Pruszcz, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,116,3.42
2007,sejm,041408,świecki,"Pruszcz, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,447,13.17
2007,sejm,041409,świecki,"Świecie, gm.",Komitet Wyborczy Polska Partia Pracy,175,1.33
2007,sejm,041409,świecki,"Świecie, gm.",Komitet Wyborczy Liga Polskich Rodzin,185,1.41
2007,sejm,041409,świecki,"Świecie, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,2760,21.05
2007,sejm,041409,świecki,"Świecie, gm.",Komitet Wyborczy Platforma Obywatelska RP,6143,46.85
2007,sejm,041409,świecki,"Świecie, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,943,7.19
2007,sejm,041409,świecki,"Świecie, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,245,1.87
2007,sejm,041409,świecki,"Świecie, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,2660,20.29
2007,sejm,041410,świecki,"Świekatowo, gm.",Komitet Wyborczy Polska Partia Pracy,19,1.66
2007,sejm,041410,świecki,"Świekatowo, gm.",Komitet Wyborczy Liga Polskich Rodzin,11,0.96
2007,sejm,041410,świecki,"Świekatowo, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,278,24.32
2007,sejm,041410,świecki,"Świekatowo, gm.",Komitet Wyborczy Platforma Obywatelska RP,289,25.28
2007,sejm,041410,świecki,"Świekatowo, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,342,29.92
2007,sejm,041410,świecki,"Świekatowo, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,60,5.25
2007,sejm,041410,świecki,"Świekatowo, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,144,12.60
2007,sejm,041411,świecki,"Warlubie, gm.",Komitet Wyborczy Polska Partia Pracy,20,1.10
2007,sejm,041411,świecki,"Warlubie, gm.",Komitet Wyborczy Liga Polskich Rodzin,30,1.66
2007,sejm,041411,świecki,"Warlubie, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,478,26.39
2007,sejm,041411,świecki,"Warlubie, gm.",Komitet Wyborczy Platforma Obywatelska RP,595,32.85
2007,sejm,041411,świecki,"Warlubie, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,400,22.09
2007,sejm,041411,świecki,"Warlubie, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,66,3.64
2007,sejm,041411,świecki,"Warlubie, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,222,12.26
2007,sejm,041501,toruński,"Chełmża, m.",Komitet Wyborczy Polska Partia Pracy,45,0.85
2007,sejm,041501,toruński,"Chełmża, m.",Komitet Wyborczy Liga Polskich Rodzin,27,0.51
2007,sejm,041501,toruński,"Chełmża, m.",Komitet Wyborczy Prawo i Sprawiedliwość,1072,20.15
2007,sejm,041501,toruński,"Chełmża, m.",Komitet Wyborczy Platforma Obywatelska RP,1563,29.37
2007,sejm,041501,toruński,"Chełmża, m.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,2043,38.40
2007,sejm,041501,toruński,"Chełmża, m.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,26,0.49
2007,sejm,041501,toruński,"Chełmża, m.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,545,10.24
2007,sejm,041502,toruński,"Chełmża, gm.",Komitet Wyborczy Polska Partia Pracy,35,1.34
2007,sejm,041502,toruński,"Chełmża, gm.",Komitet Wyborczy Liga Polskich Rodzin,34,1.30
2007,sejm,041502,toruński,"Chełmża, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,656,25.13
2007,sejm,041502,toruński,"Chełmża, gm.",Komitet Wyborczy Platforma Obywatelska RP,562,21.53
2007,sejm,041502,toruński,"Chełmża, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,910,34.87
2007,sejm,041502,toruński,"Chełmża, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,81,3.10
2007,sejm,041502,toruński,"Chełmża, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,332,12.72
2007,sejm,041503,toruński,"Czernikowo, gm.",Komitet Wyborczy Polska Partia Pracy,24,1.08
2007,sejm,041503,toruński,"Czernikowo, gm.",Komitet Wyborczy Liga Polskich Rodzin,14,0.63
2007,sejm,041503,toruński,"Czernikowo, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,601,27.15
2007,sejm,041503,toruński,"Czernikowo, gm.",Komitet Wyborczy Platforma Obywatelska RP,755,34.10
2007,sejm,041503,toruński,"Czernikowo, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,399,18.02
2007,sejm,041503,toruński,"Czernikowo, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,80,3.61
2007,sejm,041503,toruński,"Czernikowo, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,341,15.40
2007,sejm,041504,toruński,"Lubicz, gm.",Komitet Wyborczy Polska Partia Pracy,77,1.22
2007,sejm,041504,toruński,"Lubicz, gm.",Komitet Wyborczy Liga Polskich Rodzin,60,0.95
2007,sejm,041504,toruński,"Lubicz, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,2030,32.10
2007,sejm,041504,toruński,"Lubicz, gm.",Komitet Wyborczy Platforma Obywatelska RP,2715,42.93
2007,sejm,041504,toruński,"Lubicz, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,427,6.75
2007,sejm,041504,toruński,"Lubicz, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,92,1.45
2007,sejm,041504,toruński,"Lubicz, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,923,14.60
2007,sejm,041505,toruński,"Łubianka, gm.",Komitet Wyborczy Polska Partia Pracy,25,1.30
2007,sejm,041505,toruński,"Łubianka, gm.",Komitet Wyborczy Liga Polskich Rodzin,18,0.93
2007,sejm,041505,toruński,"Łubianka, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,554,28.75
2007,sejm,041505,toruński,"Łubianka, gm.",Komitet Wyborczy Platforma Obywatelska RP,597,30.98
2007,sejm,041505,toruński,"Łubianka, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,400,20.76
2007,sejm,041505,toruński,"Łubianka, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,61,3.17
2007,sejm,041505,toruński,"Łubianka, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,272,14.12
2007,sejm,041506,toruński,"Łysomice, gm.",Komitet Wyborczy Polska Partia Pracy,31,1.10
2007,sejm,041506,toruński,"Łysomice, gm.",Komitet Wyborczy Liga Polskich Rodzin,35,1.25
2007,sejm,041506,toruński,"Łysomice, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,825,29.36
2007,sejm,041506,toruński,"Łysomice, gm.",Komitet Wyborczy Platforma Obywatelska RP,1109,39.47
2007,sejm,041506,toruński,"Łysomice, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,290,10.32
2007,sejm,041506,toruński,"Łysomice, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,63,2.24
2007,sejm,041506,toruński,"Łysomice, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,457,16.26
2007,sejm,041507,toruński,"Obrowo, gm.",Komitet Wyborczy Polska Partia Pracy,34,0.96
2007,sejm,041507,toruński,"Obrowo, gm.",Komitet Wyborczy Liga Polskich Rodzin,19,0.54
2007,sejm,041507,toruński,"Obrowo, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,1043,29.41
2007,sejm,041507,toruński,"Obrowo, gm.",Komitet Wyborczy Platforma Obywatelska RP,1108,31.24
2007,sejm,041507,toruński,"Obrowo, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,767,21.62
2007,sejm,041507,toruński,"Obrowo, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,146,4.12
2007,sejm,041507,toruński,"Obrowo, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,430,12.12
2007,sejm,041508,toruński,"Wielka Nieszawka, gm.",Komitet Wyborczy Polska Partia Pracy,22,1.42
2007,sejm,041508,toruński,"Wielka Nieszawka, gm.",Komitet Wyborczy Liga Polskich Rodzin,18,1.16
2007,sejm,041508,toruński,"Wielka Nieszawka, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,384,24.71
2007,sejm,041508,toruński,"Wielka Nieszawka, gm.",Komitet Wyborczy Platforma Obywatelska RP,714,45.95
2007,sejm,041508,toruński,"Wielka Nieszawka, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,93,5.98
2007,sejm,041508,toruński,"Wielka Nieszawka, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,21,1.35
2007,sejm,041508,toruński,"Wielka Nieszawka, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,302,19.43
2007,sejm,041509,toruński,"Zławieś Wielka, gm.",Komitet Wyborczy Polska Partia Pracy,51,1.31
2007,sejm,041509,toruński,"Zławieś Wielka, gm.",Komitet Wyborczy Liga Polskich Rodzin,38,0.97
2007,sejm,041509,toruński,"Zławieś Wielka, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,975,24.95
2007,sejm,041509,toruński,"Zławieś Wielka, gm.",Komitet Wyborczy Platforma Obywatelska RP,1642,42.02
2007,sejm,041509,toruński,"Zławieś Wielka, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,498,12.74
2007,sejm,041509,toruński,"Zławieś Wielka, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,70,1.79
2007,sejm,041509,toruński,"Zławieś Wielka, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,634,16.22
2007,sejm,041601,tucholski,"Cekcyn, gm.",Komitet Wyborczy Polska Partia Pracy,36,1.60
2007,sejm,041601,tucholski,"Cekcyn, gm.",Komitet Wyborczy Liga Polskich Rodzin,33,1.47
2007,sejm,041601,tucholski,"Cekcyn, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,533,23.68
2007,sejm,041601,tucholski,"Cekcyn, gm.",Komitet Wyborczy Platforma Obywatelska RP,808,35.90
2007,sejm,041601,tucholski,"Cekcyn, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,314,13.95
2007,sejm,041601,tucholski,"Cekcyn, gm.",Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,70,3.11
2007,sejm,041601,tucholski,"Cekcyn, gm.",Koalicyjny Komitet Wyborczy Lewica i Demokraci SLD+SDPL+PD+UP,457,20.30
2007,sejm,041602,tucholski,"Gostycyn, gm.",Komitet Wyborczy Polska Partia Pracy,35,1.90
2007,sejm,041602,tucholski,"Gostycyn, gm.",Komitet Wyborczy Liga Polskich Rodzin,28,1.52
2007,sejm,041602,tucholski,"Gostycyn, gm.",Komitet Wyborczy Prawo i Sprawiedliwość,533,28.94
2007,sejm,041602,tucholski,"Gostycyn, gm.",Komitet Wyborczy Platforma Obywatelska RP,605,32.84
2007,sejm,041602,tucholski,"Gostycyn, gm.",Komitet Wyborczy Polskiego Stronnictwa Ludowego,319,17.32
